Version.[Version Name],Location.[Location],Sales Domain.[Customer Group],Time.[Partial Week],Item.[Item],Actual 12 Weeks,Actual 4 Weeks,Actual 8 Weeks,Actual External,Actual Final,Published Final Fcst Lag1 12weeks,Published Final Fcst Lag1 4weeks,Published Final Fcst Lag1 8weeks,Published Final Fcst Lag1 External,Published Final Fcst Lag1 Final
Baseline FY26,EMEA,Direct-to-Consumer,2026-W12,NK-AP-YLL-4425,29698.638423258082,9899.546141086028,19799.092282172056,989.9546141086029,9899.546141086028,32668.50226558389,10889.500755194631,21779.001510389262,494.97730705430143,10889.500755194631
Baseline FY26,APLA,Wholesale,2026-W12,NK-AM-270-9966,7727.387109812622,2575.795703270874,5151.591406541748,257.5795703270874,2575.795703270874,8500.125820793886,2833.375273597962,5666.750547195924,128.7897851635437,2833.375273597962
Baseline FY26,North America,Wholesale,2026-W12,NK-AP-TJ-3148,24515.10268050241,8171.700893500803,16343.401787001607,817.1700893500804,8171.700893500803,26966.61294855265,8988.870982850884,17977.741965701767,408.5850446750402,8988.870982850884
Baseline FY26,EMEA,Digital,2026-W12,NK-AP-IC-5112,50148.943422703625,16716.314474234543,33432.628948469086,1671.6314474234543,16716.314474234543,55163.837764974,18387.945921658,36775.891843316,835.8157237117272,18387.945921658
Baseline FY26,EMEA,Wholesale,2026-W12,NK-AP-YLL-2294,57205.27869991226,19068.426233304086,38136.85246660817,1906.8426233304087,19068.426233304086,62925.806569903485,20975.268856634495,41950.53771326899,953.4213116652044,20975.268856634495
Baseline FY26,Greater China,Direct-to-Consumer,2026-W12,NK-VF-3-2576,47440.48723281712,15813.495744272373,31626.991488544747,1581.3495744272375,15813.495744272373,52184.535956098836,17394.845318699612,34789.690637399224,790.6747872136187,17394.845318699612
Baseline FY26,Greater China,Wholesale,2026-W12,NK-JD-SL3-9847,18465.068490180045,6155.022830060015,12310.04566012003,615.5022830060016,6155.022830060015,20311.57533919805,6770.525113066017,13541.050226132034,307.7511415030008,6770.525113066017
Baseline FY26,Greater China,Wholesale,2026-W12,NK-AP-PDF-9847,6765.5656958360005,2255.188565278667,4510.377130557334,225.5188565278667,2255.188565278667,7442.122265419601,2480.7074218065336,4961.414843613067,112.75942826393334,2480.7074218065336
Baseline FY26,Greater China,Wholesale,2026-W12,NK-IV-3-7326,12404.465443727106,4134.821814575702,8269.643629151404,413.4821814575702,4134.821814575702,13644.911988099819,4548.303996033273,9096.607992066545,206.7410907287851,4548.303996033273
Baseline FY26,EMEA,Wholesale,2026-W12,NK-JD-SL3-7117,40578.68530972668,13526.22843657556,27052.45687315112,1352.6228436575561,13526.22843657556,44636.55384069935,14878.851280233117,29757.702560466234,676.3114218287781,14878.851280233117
Baseline FY26,North America,Direct-to-Consumer,2026-W12,NK-AP-IC-5748,22521.208498141215,7507.069499380405,15014.13899876081,750.7069499380406,7507.069499380405,24773.32934795534,8257.776449318446,16515.55289863689,375.3534749690203,8257.776449318446
Baseline FY26,North America,Digital,2026-W12,NK-VF-3-9189,56282.03663818128,18760.67887939376,37521.35775878752,1876.067887939376,18760.67887939376,61910.24030199941,20636.746767333138,41273.493534666275,938.033943969688,20636.746767333138
Baseline FY26,North America,Wholesale,2026-W12,NK-AP-ACG-2924,51226.8049181562,17075.6016393854,34151.2032787708,1707.5601639385402,17075.6016393854,56349.48540997183,18783.161803323943,37566.323606647886,853.7800819692701,18783.161803323943
Baseline FY26,Greater China,Wholesale,2026-W12,NK-VF-3-6512,38245.22020512345,12748.40673504115,25496.8134700823,1274.840673504115,12748.40673504115,42069.7422256358,14023.247408545265,28046.49481709053,637.4203367520576,14023.247408545265
Baseline FY26,North America,Wholesale,2026-W12,NK-AP-ACG-4059,19521.07481220691,6507.024937402303,13014.049874804607,650.7024937402304,6507.024937402303,21473.182293427602,7157.727431142534,14315.454862285069,325.3512468701152,7157.727431142534
Baseline FY26,EMEA,Digital,2026-W12,NK-RA-RM-3810,9083.101113821996,3027.700371273999,6055.400742547998,302.7700371273999,3027.700371273999,9991.411225204196,3330.470408401399,6660.940816802798,151.38501856369996,3330.470408401399
Baseline FY26,APLA,Digital,2026-W12,NK-RA-RW-4906,24596.43675945177,8198.81225315059,16397.62450630118,819.881225315059,8198.81225315059,27056.08043539695,9018.69347846565,18037.3869569313,409.9406126575295,9018.69347846565
Baseline FY26,APLA,Direct-to-Consumer,2026-W12,NK-AP-ECT-2123,26381.312775425147,8793.770925141716,17587.541850283433,879.3770925141716,8793.770925141716,29019.444052967665,9673.148017655889,19346.296035311778,439.6885462570858,9673.148017655889
Baseline FY26,North America,Wholesale,2026-W12,NK-AP-IC-5748,31391.475209694963,10463.825069898321,20927.650139796642,1046.382506989832,10463.825069898321,34530.622730664465,11510.207576888155,23020.41515377631,523.191253494916,11510.207576888155
Baseline FY26,North America,Direct-to-Consumer,2026-W12,NK-VF-3-9175,2786.216447592151,928.7388158640504,1857.4776317281007,92.87388158640505,928.7388158640504,3064.8380923513664,1021.6126974504555,2043.225394900911,46.436940793202524,1021.6126974504555
Baseline FY26,Greater China,Direct-to-Consumer,2026-W12,NK-RA-RW-5325,51785.253131709775,17261.75104390326,34523.50208780652,1726.175104390326,17261.75104390326,56963.778444880765,18987.926148293587,37975.852296587174,863.087552195163,18987.926148293587
Baseline FY26,EMEA,Wholesale,2026-W12,NK-AM-270-6906,7055.927038354495,2351.9756794514983,4703.951358902997,235.19756794514984,2351.9756794514983,7761.519742189946,2587.1732473966485,5174.346494793297,117.59878397257492,2587.1732473966485
Baseline FY26,APLA,Digital,2026-W12,NK-AP-TJ-2946,13937.100895896705,4645.700298632235,9291.40059726447,464.5700298632235,4645.700298632235,15330.810985486376,5110.270328495459,10220.540656990917,232.28501493161176,5110.270328495459
Baseline FY26,APLA,Digital,2026-W12,NK-IV-3-3047,32039.82502354066,10679.941674513553,21359.883349027106,1067.9941674513555,10679.941674513553,35243.80752589473,11747.935841964909,23495.871683929818,533.9970837256777,11747.935841964909
Baseline FY26,Greater China,Wholesale,2026-W12,NK-MT-9-9433,48461.560744388684,16153.853581462896,32307.70716292579,1615.3853581462897,16153.853581462896,53307.716818827554,17769.238939609186,35538.47787921837,807.6926790731449,17769.238939609186
Baseline FY26,EMEA,Direct-to-Consumer,2026-W12,NK-AP-SFJ-6947,58421.27762017294,19473.759206724313,38947.518413448626,1947.3759206724314,19473.759206724313,64263.405382190234,21421.135127396745,42842.27025479349,973.6879603362157,21421.135127396745
Baseline FY26,Greater China,Direct-to-Consumer,2026-W12,NK-AP-YLL-6471,55894.36870412435,18631.456234708116,37262.91246941623,1863.1456234708116,18631.456234708116,61483.80557453679,20494.60185817893,40989.20371635786,931.5728117354058,20494.60185817893
Baseline FY26,Greater China,Digital,2026-W12,NK-AP-PDF-2863,8419.359768872666,2806.4532562908885,5612.906512581777,280.64532562908886,2806.4532562908885,9261.295745759933,3087.0985819199777,6174.1971638399555,140.32266281454443,3087.0985819199777
Baseline FY26,Greater China,Wholesale,2026-W12,NK-AP-IC-6351,13113.999594101539,4371.333198033846,8742.666396067692,437.13331980338467,4371.333198033846,14425.399553511696,4808.466517837232,9616.933035674463,218.56665990169233,4808.466517837232
Baseline FY26,EMEA,Wholesale,2026-W12,NK-BK-JA1-9905,37400.03083015913,12466.676943386376,24933.35388677275,1246.6676943386376,12466.676943386376,41140.033913175044,13713.344637725015,27426.68927545003,623.3338471693188,13713.344637725015
Baseline FY26,North America,Wholesale,2026-W12,NK-AM-90-1606,3745.09973826446,1248.3665794214867,2496.7331588429734,124.83665794214868,1248.3665794214867,4119.609712090906,1373.2032373636355,2746.406474727271,62.41832897107434,1373.2032373636355
Baseline FY26,North America,Digital,2026-W12,NK-RA-RM-1862,59797.209482549784,19932.403160849928,39864.806321699856,1993.2403160849929,19932.403160849928,65776.93043080476,21925.64347693492,43851.28695386984,996.6201580424964,21925.64347693492
Baseline FY26,North America,Direct-to-Consumer,2026-W12,NK-BK-KD16-5735,7501.026531837768,2500.342177279256,5000.684354558512,250.03421772792558,2500.342177279256,8251.129185021546,2750.3763950071816,5500.752790014363,125.01710886396279,2750.3763950071816
Baseline FY26,North America,Digital,2026-W12,NK-AM-PLS-5134,33912.781405153975,11304.260468384658,22608.520936769317,1130.426046838466,11304.260468384658,37304.05954566938,12434.686515223126,24869.37303044625,565.213023419233,12434.686515223126
Baseline FY26,EMEA,Digital,2026-W12,NK-CV-L-7817,45886.270016480885,15295.423338826962,30590.846677653924,1529.5423338826963,15295.423338826962,50474.89701812898,16824.96567270966,33649.93134541932,764.7711669413482,16824.96567270966
Baseline FY26,EMEA,Digital,2026-W12,NK-JD-SL3-7117,22642.452324590446,7547.484108196815,15094.96821639363,754.7484108196816,7547.484108196815,24906.69755704949,8302.232519016497,16604.465038032995,377.3742054098408,8302.232519016497
Baseline FY26,Greater China,Digital,2026-W12,NK-BZ-77-5803,34329.7515952386,11443.2505317462,22886.5010634924,1144.32505317462,11443.2505317462,37762.726754762465,12587.575584920822,25175.151169841643,572.16252658731,12587.575584920822
Baseline FY26,APLA,Digital,2026-W12,NK-AP-ACG-7734,13014.086759860686,4338.028919953562,8676.057839907124,433.8028919953562,4338.028919953562,14315.495435846755,4771.831811948919,9543.663623897837,216.9014459976781,4771.831811948919
Baseline FY26,Greater China,Wholesale,2026-W12,NK-RA-RM-4228,50205.276729904544,16735.092243301515,33470.18448660303,1673.5092243301515,16735.092243301515,55225.804402894995,18408.601467631666,36817.20293526333,836.7546121650757,18408.601467631666
Baseline FY26,EMEA,Direct-to-Consumer,2026-W12,NK-AM-PLS-7308,4047.489143129832,1349.163047709944,2698.326095419888,134.9163047709944,1349.163047709944,4452.238057442815,1484.0793524809385,2968.158704961877,67.4581523854972,1484.0793524809385
Baseline FY26,North America,Direct-to-Consumer,2026-W12,NK-AP-PDF-2118,52178.89973170191,17392.96657723397,34785.93315446794,1739.296657723397,17392.96657723397,57396.789704872106,19132.26323495737,38264.52646991474,869.6483288616985,19132.26323495737
Baseline FY26,Greater China,Digital,2026-W12,NK-JD-SL3-6379,35743.18783234393,11914.395944114643,23828.791888229287,1191.4395944114644,11914.395944114643,39317.50661557833,13105.83553852611,26211.67107705222,595.7197972057322,13105.83553852611
Baseline FY26,APLA,Wholesale,2026-W12,NK-RA-RM-5222,31436.73111161218,10478.910370537393,20957.820741074785,1047.8910370537394,10478.910370537393,34580.404222773395,11526.801407591132,23053.602815182265,523.9455185268697,11526.801407591132
Baseline FY26,EMEA,Wholesale,2026-W12,NK-AP-IC-9956,27938.86114815595,9312.953716051983,18625.907432103966,931.2953716051984,9312.953716051983,30732.74726297155,10244.249087657183,20488.498175314366,465.6476858025992,10244.249087657183
Baseline FY26,APLA,Wholesale,2026-W12,NK-AM-PLS-3326,49584.803693966205,16528.267897988735,33056.53579597747,1652.8267897988735,16528.267897988735,54543.28406336282,18181.09468778761,36362.18937557522,826.4133948994368,18181.09468778761
Baseline FY26,APLA,Direct-to-Consumer,2026-W12,NK-VF-3-1761,8183.19324767019,2727.73108255673,5455.46216511346,272.77310825567304,2727.73108255673,9001.51257243721,3000.5041908124035,6001.008381624807,136.38655412783652,3000.5041908124035
Baseline FY26,Greater China,Wholesale,2026-W12,NK-AP-IC-6085,11992.252351416359,3997.4174504721195,7994.834900944239,399.74174504721196,3997.4174504721195,13191.477586557994,4397.159195519332,8794.318391038663,199.87087252360598,4397.159195519332
Baseline FY26,EMEA,Digital,2026-W12,NK-AP-TJ-3106,32154.964353239033,10718.321451079677,21436.642902159354,1071.8321451079678,10718.321451079677,35370.46078856294,11790.153596187645,23580.30719237529,535.9160725539839,11790.153596187645
Baseline FY26,Greater China,Wholesale,2026-W12,NK-ZP-40-4704,38915.785593677305,12971.928531225769,25943.857062451538,1297.192853122577,12971.928531225769,42807.36415304504,14269.121384348347,28538.242768696695,648.5964265612885,14269.121384348347
Baseline FY26,APLA,Direct-to-Consumer,2026-W12,NK-BK-JA1-3909,30564.265046343793,10188.088348781264,20376.17669756253,1018.8088348781265,10188.088348781264,33620.691550978176,11206.897183659392,22413.794367318784,509.40441743906325,11206.897183659392
Baseline FY26,North America,Digital,2026-W12,NK-AP-SFJ-5179,4723.512892323468,1574.5042974411558,3149.0085948823116,157.45042974411558,1574.5042974411558,5195.864181555815,1731.9547271852716,3463.9094543705432,78.72521487205779,1731.9547271852716
Baseline FY26,Greater China,Wholesale,2026-W12,NK-RT-3-5509,30515.82821642496,10171.94273880832,20343.88547761664,1017.194273880832,10171.94273880832,33567.411038067454,11189.137012689152,22378.274025378305,508.597136940416,11189.137012689152
Baseline FY26,APLA,Direct-to-Consumer,2026-W12,NK-RA-RM-8233,7522.054468559835,2507.351489519945,5014.70297903989,250.73514895199452,2507.351489519945,8274.25991541582,2758.0866384719398,5516.1732769438795,125.36757447599726,2758.0866384719398
Baseline FY26,Greater China,Digital,2026-W12,NK-RA-RM-6803,58187.56952919952,19395.856509733174,38791.71301946635,1939.5856509733176,19395.856509733174,64006.32648211948,21335.442160706494,42670.88432141299,969.7928254866588,21335.442160706494
Baseline FY26,EMEA,Wholesale,2026-W12,NK-AP-IC-4170,24148.977039341546,8049.659013113848,16099.318026227696,804.9659013113849,8049.659013113848,26563.8747432757,8854.624914425234,17709.24982885047,402.48295065569243,8854.624914425234
Baseline FY26,North America,Wholesale,2026-W12,NK-SB-DLP-7225,20969.72813760878,6989.909379202927,13979.818758405854,698.9909379202927,6989.909379202927,23066.70095136966,7688.900317123221,15377.800634246441,349.49546896014635,7688.900317123221
Baseline FY26,Greater China,Wholesale,2026-W12,NK-AM-270-3487,41568.2898332983,13856.096611099434,27712.193222198868,1385.6096611099435,13856.096611099434,45725.118816628135,15241.706272209378,30483.412544418756,692.8048305549718,15241.706272209378
Baseline FY26,North America,Wholesale,2026-W12,NK-AP-YLL-3315,10414.12506577723,3471.3750219257436,6942.750043851487,347.1375021925744,3471.3750219257436,11455.537572354955,3818.512524118318,7637.025048236636,173.5687510962872,3818.512524118318
Baseline FY26,EMEA,Direct-to-Consumer,2026-W12,NK-BZ-77-7334,40337.604330249436,13445.868110083145,26891.73622016629,1344.5868110083147,13445.868110083145,44371.36476327438,14790.454921091461,29580.909842182922,672.2934055041574,14790.454921091461
Baseline FY26,APLA,Digital,2026-W12,NK-AP-ECT-7149,17852.497562569926,5950.832520856642,11901.665041713284,595.0832520856642,5950.832520856642,19637.74731882692,6545.915772942307,13091.831545884614,297.5416260428321,6545.915772942307
Baseline FY26,Greater China,Direct-to-Consumer,2026-W12,NK-RA-RW-2259,1700.806453353448,566.9354844511494,1133.8709689022987,56.69354844511494,566.9354844511494,1870.887098688793,623.6290328962643,1247.2580657925287,28.34677422255747,623.6290328962643
Baseline FY26,Greater China,Digital,2026-W12,NK-VF-3-2050,47115.555010203316,15705.185003401104,31410.370006802208,1570.5185003401104,15705.185003401104,51827.110511223655,17275.703503741217,34551.407007482434,785.2592501700552,17275.703503741217
Baseline FY26,Greater China,Digital,2026-W12,NK-RA-RM-6972,28292.382108726437,9430.794036242145,18861.58807248429,943.0794036242146,9430.794036242145,31121.620319599082,10373.87343986636,20747.74687973272,471.5397018121073,10373.87343986636
Baseline FY26,APLA,Wholesale,2026-W12,NK-AP-ECT-8618,21155.696131289376,7051.898710429792,14103.797420859584,705.1898710429792,7051.898710429792,23271.265744418313,7757.088581472772,15514.177162945543,352.5949355214896,7757.088581472772
Baseline FY26,APLA,Wholesale,2026-W12,NK-RA-RW-4146,57553.10992536138,19184.36997512046,38368.73995024092,1918.436997512046,19184.36997512046,63308.420917897514,21102.806972632505,42205.61394526501,959.218498756023,21102.806972632505
Baseline FY26,EMEA,Direct-to-Consumer,2026-W12,NK-AP-IC-3742,26547.74528730994,8849.248429103312,17698.496858206625,884.9248429103313,8849.248429103312,29202.519816040935,9734.173272013644,19468.34654402729,442.46242145516567,9734.173272013644
Baseline FY26,Greater China,Direct-to-Consumer,2026-W12,NK-BZ-77-9236,7085.138133340993,2361.712711113664,4723.425422227328,236.17127111136642,2361.712711113664,7793.651946675092,2597.8839822250306,5195.767964450061,118.08563555568321,2597.8839822250306
Baseline FY26,Greater China,Digital,2026-W12,NK-ZP-40-7569,36895.81038700365,12298.60346233455,24597.2069246691,1229.860346233455,12298.60346233455,40585.391425704016,13528.463808568005,27056.92761713601,614.9301731167275,13528.463808568005
Baseline FY26,APLA,Direct-to-Consumer,2026-W12,NK-AP-PDF-5794,56847.55932370722,18949.18644123574,37898.37288247148,1894.918644123574,18949.18644123574,62532.31525607794,20844.105085359315,41688.21017071863,947.459322061787,20844.105085359315
Baseline FY26,North America,Wholesale,2026-W12,NK-AP-ACG-8826,46861.58391671434,15620.527972238115,31241.05594447623,1562.0527972238115,15620.527972238115,51547.74230838579,17182.58076946193,34365.16153892386,781.0263986119057,17182.58076946193
Baseline FY26,North America,Direct-to-Consumer,2026-W12,NK-AP-ECT-6563,47651.86308823286,15883.954362744287,31767.908725488574,1588.395436274429,15883.954362744287,52417.04939705615,17472.349799018717,34944.699598037434,794.1977181372145,17472.349799018717
Baseline FY26,Greater China,Digital,2026-W12,NK-AP-ECT-8120,28375.812701872597,9458.604233957532,18917.208467915065,945.8604233957533,9458.604233957532,31213.393972059857,10404.464657353286,20808.929314706573,472.93021169787664,10404.464657353286
Baseline FY26,APLA,Wholesale,2026-W12,NK-AM-PLS-8865,41513.08269643068,13837.694232143562,27675.388464287123,1383.7694232143563,13837.694232143562,45664.390966073755,15221.463655357918,30442.927310715837,691.8847116071781,15221.463655357918
Baseline FY26,Greater China,Direct-to-Consumer,2026-W12,NK-BK-KD16-1627,59484.25576323505,19828.085254411682,39656.170508823365,1982.8085254411683,19828.085254411682,65432.68133955856,21810.893779852853,43621.78755970571,991.4042627205841,21810.893779852853
Baseline FY26,APLA,Wholesale,2026-W12,NK-AP-YLL-3544,54983.409709597974,18327.803236532658,36655.606473065316,1832.780323653266,18327.803236532658,60481.75068055777,20160.583560185925,40321.16712037185,916.390161826633,20160.583560185925
Baseline FY26,Greater China,Wholesale,2026-W12,NK-BK-L21-8753,5416.5877480575,1805.5292493524998,3611.0584987049997,180.55292493525,1805.5292493524998,5958.24652286325,1986.08217428775,3972.1643485755,90.276462467625,1986.08217428775
Baseline FY26,APLA,Wholesale,2026-W12,NK-JD-SL3-3620,23123.201981964263,7707.733993988088,15415.467987976175,770.7733993988088,7707.733993988088,25435.52218016069,8478.507393386897,16957.014786773794,385.3866996994044,8478.507393386897
Baseline FY26,Greater China,Direct-to-Consumer,2026-W12,NK-MT-9-2516,53986.8268266448,17995.608942214934,35991.21788442987,1799.5608942214935,17995.608942214934,59385.5095093093,19795.16983643643,39590.33967287286,899.7804471107468,19795.16983643643
Baseline FY26,APLA,Direct-to-Consumer,2026-W12,NK-AP-ECT-2427,36966.40468718268,12322.13489572756,24644.26979145512,1232.213489572756,12322.13489572756,40663.04515590095,13554.348385300318,27108.696770600636,616.106744786378,13554.348385300318
Baseline FY26,Greater China,Digital,2026-W12,NK-BK-KD16-8694,24237.073072560146,8079.024357520049,16158.048715040099,807.902435752005,8079.024357520049,26660.780379816162,8886.926793272054,17773.853586544108,403.9512178760025,8886.926793272054
Baseline FY26,EMEA,Direct-to-Consumer,2026-W12,NK-RA-RM-5222,8976.900627038922,2992.300209012974,5984.600418025948,299.2300209012974,2992.300209012974,9874.590689742816,3291.530229914272,6583.060459828544,149.6150104506487,3291.530229914272
Baseline FY26,Greater China,Digital,2026-W12,NK-BK-KD16-8085,54364.18598484306,18121.39532828102,36242.79065656204,1812.1395328281023,18121.39532828102,59800.604583327375,19933.534861109125,39867.06972221825,906.0697664140512,19933.534861109125
Baseline FY26,Greater China,Wholesale,2026-W12,NK-BK-JA1-9522,12110.137969059877,4036.7126563532925,8073.425312706585,403.6712656353293,4036.7126563532925,13321.151765965868,4440.383921988622,8880.767843977244,201.83563281766465,4440.383921988622
Baseline FY26,Greater China,Digital,2026-W12,NK-VF-3-1028,19857.44318465818,6619.147728219393,13238.295456438786,661.9147728219393,6619.147728219393,21843.187503123998,7281.062501041332,14562.125002082665,330.95738641096966,7281.062501041332
Baseline FY26,Greater China,Wholesale,2026-W12,NK-AP-ECT-7348,27357.411830386434,9119.137276795478,18238.274553590956,911.9137276795478,9119.137276795478,30093.15301342508,10031.051004475026,20062.102008950053,455.9568638397739,10031.051004475026
Baseline FY26,EMEA,Digital,2026-W12,NK-RA-RW-3378,37970.799955256676,12656.93331841889,25313.86663683778,1265.6933318418892,12656.93331841889,41767.87995078234,13922.626650260781,27845.253300521563,632.8466659209446,13922.626650260781
Baseline FY26,North America,Direct-to-Consumer,2026-W12,NK-RA-RM-9161,21290.07207846213,7096.69069282071,14193.38138564142,709.6690692820711,7096.69069282071,23419.079286308344,7806.359762102781,15612.719524205562,354.83453464103553,7806.359762102781
Baseline FY26,Greater China,Wholesale,2026-W12,NK-MT-9-4003,39956.996157755784,13318.998719251927,26637.997438503855,1331.8998719251929,13318.998719251927,43952.69577353136,14650.898591177121,29301.797182354243,665.9499359625964,14650.898591177121
Baseline FY26,Greater China,Digital,2026-W12,NK-BK-KD16-7776,47842.69616987016,15947.565389956722,31895.130779913445,1594.7565389956724,15947.565389956722,52626.96578685718,17542.321928952395,35084.64385790479,797.3782694978362,17542.321928952395
Baseline FY26,Greater China,Digital,2026-W12,NK-AM-270-9382,53188.696829460314,17729.565609820103,35459.13121964021,1772.9565609820104,17729.565609820103,58507.56651240635,19502.522170802116,39005.04434160423,886.4782804910052,19502.522170802116
Baseline FY26,North America,Direct-to-Consumer,2026-W12,NK-AP-SFJ-9556,29864.164174200516,9954.721391400171,19909.442782800343,995.4721391400171,9954.721391400171,32850.58059162057,10950.19353054019,21900.38706108038,497.73606957000857,10950.19353054019
Baseline FY26,Greater China,Digital,2026-W12,NK-AP-ACG-2289,2982.4142779138397,994.1380926379466,1988.276185275893,99.41380926379466,994.1380926379466,3280.655705705224,1093.5519019017413,2187.1038038034826,49.70690463189733,1093.5519019017413
Baseline FY26,North America,Wholesale,2026-W12,NK-RA-RM-8411,20763.3843919247,6921.128130641568,13842.256261283135,692.1128130641569,6921.128130641568,22839.722831117175,7613.240943705725,15226.48188741145,346.0564065320784,7613.240943705725
Baseline FY26,EMEA,Direct-to-Consumer,2026-W12,NK-AP-SFJ-9914,56098.33152253889,18699.443840846296,37398.88768169259,1869.9443840846297,18699.443840846296,61708.16467479279,20569.388224930928,41138.776449861856,934.9721920423149,20569.388224930928
Baseline FY26,APLA,Digital,2026-W12,NK-BK-KD16-4239,47358.29637673422,15786.09879224474,31572.19758448948,1578.609879224474,15786.09879224474,52094.12601440765,17364.708671469216,34729.41734293843,789.304939612237,17364.708671469216
Baseline FY26,APLA,Direct-to-Consumer,2026-W12,NK-AP-ACG-5069,43470.55344194353,14490.184480647844,28980.368961295688,1449.0184480647845,14490.184480647844,47817.60878613789,15939.20292871263,31878.40585742526,724.5092240323922,15939.20292871263
Baseline FY26,APLA,Direct-to-Consumer,2026-W12,NK-VF-3-2269,45841.353335930995,15280.451111976998,30560.902223953995,1528.0451111977,15280.451111976998,50425.48866952409,16808.496223174698,33616.992446349395,764.02255559885,16808.496223174698
Baseline FY26,EMEA,Direct-to-Consumer,2026-W12,NK-AP-YLL-2318,38783.81997338221,12927.939991127405,25855.87998225481,1292.7939991127405,12927.939991127405,42662.201970720445,14220.733990240147,28441.467980480295,646.3969995563702,14220.733990240147
Baseline FY26,Greater China,Digital,2026-W12,NK-CV-L-9726,48793.18416409317,16264.394721364388,32528.789442728776,1626.4394721364388,16264.394721364388,53672.502580502485,17890.83419350083,35781.66838700166,813.2197360682194,17890.83419350083
Baseline FY26,EMEA,Wholesale,2026-W12,NK-BZ-77-3554,51020.092719911765,17006.69757330392,34013.39514660784,1700.6697573303923,17006.69757330392,56122.10199190295,18707.367330634315,37414.73466126863,850.3348786651961,18707.367330634315
Baseline FY26,North America,Direct-to-Consumer,2026-W12,NK-MT-9-8414,8485.342875601242,2828.4476252004138,5656.8952504008275,282.8447625200414,2828.4476252004138,9333.877163161365,3111.2923877204553,6222.584775440911,141.4223812600207,3111.2923877204553
Baseline FY26,APLA,Wholesale,2026-W12,NK-AP-IC-2073,57321.347431162365,19107.115810387455,38214.23162077491,1910.7115810387456,19107.115810387455,63053.48217427861,21017.827391426203,42035.654782852405,955.3557905193728,21017.827391426203
Baseline FY26,EMEA,Wholesale,2026-W12,NK-BK-JA1-1283,16013.963984025946,5337.987994675315,10675.97598935063,533.7987994675316,5337.987994675315,17615.360382428542,5871.786794142848,11743.573588285695,266.8993997337658,5871.786794142848
Baseline FY26,Greater China,Digital,2026-W12,NK-BK-L21-8996,42026.465151912715,14008.821717304238,28017.643434608475,1400.8821717304238,14008.821717304238,46229.11166710399,15409.703889034663,30819.407778069326,700.4410858652119,15409.703889034663
Baseline FY26,APLA,Wholesale,2026-W12,NK-AP-IC-6800,40262.19757415882,13420.732524719606,26841.46504943921,1342.0732524719606,13420.732524719606,44288.4173315747,14762.805777191568,29525.611554383137,671.0366262359803,14762.805777191568
