Version.[Version Name],Location.[Location],Sales Domain.[Customer Group],Time.[Day],Item.[Item],D Base Forecast LC,D Base Forecast Quantity,D Base Forecast Supply Code,D Buff1 Forecast Quantity,D Buff2 Forecast Quantity,product_name,category,lifecycle_stage,ai_forecast,actual_sales,forecast_accuracy,inventory_on_hand,safety_stock,on_promo
Baseline FY26,EMEA,Direct-to-Consumer,2026-03-29,NK-ZP-40-8542,17263.090026425198,14385.908355354331,NORM,2923.9200448097417,3508.70405377169,Air Zoom Pegasus 40,Footwear,New Launch,15237.657920009431,14619.600224048709,0.9577240357814956,28866.00175433856,2923.9200448097417,0
Baseline FY26,Greater China,Direct-to-Consumer,2026-04-05,NK-SB-DLP-6768,4245.693886533281,3538.078238777735,NORM,764.9759075429706,917.9710890515647,SB Dunk Low Pro,Footwear,Growth,3870.2831737335373,3824.8795377148526,0.9881293945153079,6599.012207160164,764.9759075429706,0
Baseline FY26,EMEA,Digital,2026-04-12,NK-MT-9-6823,12932.49019407155,10777.075161726292,NORM,2362.03808576861,2834.4457029223317,Metcon 9 Amp,Footwear,Decline,11258.23056648678,11810.190428843049,0.9532641013976995,23461.434443723963,2362.03808576861,0
Baseline FY26,Greater China,Digital,2026-04-19,NK-AP-ECT-2916,23977.43653928239,19981.19711606866,NORM,4282.022754025974,5138.427304831169,Element Crew Top,Apparel,New Launch,20779.014181001443,21410.11377012987,0.9705232958636166,40703.994924005834,4282.022754025974,0
Baseline FY26,North America,Digital,2026-04-26,NK-AP-YLL-3786,8878.63046668823,7398.858722240192,NORM,1442.5209004748933,1731.025080569872,Yoga Luxe Leggings,Apparel,Growth,6712.970721146713,7212.604502374466,0.9307276891359746,17969.855088377157,1442.5209004748933,0
Baseline FY26,Greater China,Direct-to-Consumer,2026-05-03,NK-AP-SFJ-6802,23314.943547399736,19429.119622833114,NORM,4016.8544355145095,4820.225322617412,Storm-FIT Jacket,Apparel,Decline,20104.177030018778,20084.272177572548,0.9990089333449456,28458.77612521939,4016.8544355145095,0
Baseline FY26,Greater China,Direct-to-Consumer,2026-05-10,NK-AP-YLL-4047,22652.663473723947,18877.219561436625,NORM,4308.708654231842,5170.45038507821,Yoga Luxe Leggings,Apparel,Mature,19083.990835056804,21543.543271159208,0.8858334302233812,29617.994138352882,4308.708654231842,0
Baseline FY26,Greater China,Wholesale,2026-05-17,NK-AM-270-4177,14246.305439004465,11871.921199170389,NORM,2241.243066163133,2689.4916793957595,Air Max 270,Footwear,Decline,11037.940889825011,11206.215330815665,0.9849838294175982,19134.470895999915,2241.243066163133,0
Baseline FY26,EMEA,Digital,2026-03-01,NK-BZ-77-7858,14468.11241463668,12056.760345530567,NORM,2630.366432336914,3156.4397188042967,Blazer Mid '77,Footwear,Decline,13066.733136940004,13151.832161684568,0.9935294927962597,17956.737173864007,2630.366432336914,0
Baseline FY26,EMEA,Wholesale,2026-03-08,NK-BK-JA1-7095,20341.33980866728,16951.116507222734,NORM,3267.1389895325447,3920.5667874390533,Ja 1,Footwear,Mature,15329.892959404331,16335.694947662721,0.9384291888725371,28956.95308659671,3267.1389895325447,1
Baseline FY26,North America,Wholesale,2026-03-15,NK-VF-3-9189,715.982560040877,596.6521333673976,NORM,134.6674074281754,161.60088891381048,Vaporfly 3,Footwear,Decline,627.4457939060031,673.337037140877,0.9318450631651911,777.306038195001,134.6674074281754,1
Baseline FY26,Greater China,Digital,2026-03-22,NK-AP-TJ-2030,5240.795983075621,4367.329985896351,NORM,944.8028584146332,1133.7634300975599,Tech Fleece Joggers M,Apparel,Decline,4468.84217371476,4724.014292073166,0.9459840503051438,6167.974891728258,944.8028584146332,0
Baseline FY26,EMEA,Wholesale,2026-03-29,NK-AP-ECT-7550,18111.67386914739,15093.061557622827,NORM,3124.4150024757573,3749.298002970909,Element Crew Top,Apparel,Growth,14599.726637870634,15622.075012378786,0.9345574532385709,24995.442529340085,3124.4150024757573,1
Baseline FY26,APLA,Digital,2026-04-05,NK-AP-PDF-5744,4752.515989167578,3960.4299909729816,NORM,881.3528296544627,1057.6233955853552,Pro Dri-FIT Tight,Apparel,New Launch,4008.3096111067457,4406.764148272313,0.9095811521200238,11020.190276867197,881.3528296544627,0
Baseline FY26,APLA,Direct-to-Consumer,2026-04-12,NK-AM-PLS-7384,20108.940248017174,16757.45020668098,NORM,3160.06694106665,3792.08032927998,Air Max Plus,Footwear,Decline,15203.931415201681,15800.334705333249,0.9622537559327615,40392.924715135465,3160.06694106665,0
Baseline FY26,APLA,Direct-to-Consumer,2026-04-19,NK-BK-L21-3057,11463.489320399118,9552.907766999266,NORM,2095.1063982538176,2514.127677904581,LeBron XXI,Footwear,Growth,9921.441124219844,10475.531991269087,0.9471061834844231,25609.843873102334,2095.1063982538176,0
Baseline FY26,North America,Wholesale,2026-04-26,NK-AP-TJ-8026,22702.019882151082,18918.349901792568,NORM,3495.5421361461736,4194.650563375408,Tech Fleece Joggers M,Apparel,Growth,18954.93917593084,17477.710680730866,0.9154792911849369,40394.412033690496,3495.5421361461736,0
Baseline FY26,EMEA,Digital,2026-05-03,NK-AP-PDF-1131,15025.792760055161,12521.493966712635,NORM,2790.674622692593,3348.8095472311115,Pro Dri-FIT Tight,Apparel,New Launch,13406.352938076512,13953.373113462963,0.9607965636023409,21438.926988858602,2790.674622692593,0
Baseline FY26,APLA,Wholesale,2026-05-10,NK-AP-ACG-8265,16310.379389099697,13591.982824249748,NORM,2723.7382330524265,3268.485879662912,ACG Mountain Fly,Apparel,New Launch,14717.673935398929,13618.691165262131,0.919303348846031,33699.885572943655,2723.7382330524265,0
Baseline FY26,APLA,Direct-to-Consumer,2026-05-17,NK-AP-YLL-5863,1694.4825375504472,1412.0687812920394,NORM,320.4029625922586,384.48355511071026,Yoga Luxe Leggings,Apparel,Mature,1516.923827062612,1602.0148129612928,0.9468850192830666,3888.818202442987,320.4029625922586,0
Baseline FY26,Greater China,Wholesale,2026-03-01,NK-BK-JA1-2770,20028.49321085487,16690.411009045725,NORM,3294.7033212825063,3953.643985539007,Ja 1,Footwear,Decline,17680.590840832054,16473.51660641253,0.9267263776606354,28755.2856273463,3294.7033212825063,0
Baseline FY26,Greater China,Digital,2026-03-08,NK-AP-TJ-7647,16025.82783302273,13354.856527518941,NORM,2772.887282912585,3327.4647394951016,Tech Fleece Joggers M,Apparel,Mature,14302.756584321576,13864.436414562922,0.9683852876054702,38498.7541987662,2772.887282912585,0
Baseline FY26,North America,Digital,2026-03-15,NK-AP-IC-6034,14144.758095726,11787.298413105,NORM,2059.5507699503014,2471.4609239403617,Sportswear Icon Clash,Apparel,Growth,11304.884019246447,10297.753849751507,0.9021990441615341,13901.978876929898,2059.5507699503014,0
Baseline FY26,EMEA,Wholesale,2026-03-22,NK-AP-ACG-4263,21746.690003505948,18122.24166958829,NORM,4100.0540712755965,4920.064885530715,ACG Mountain Fly,Apparel,New Launch,18298.53672918296,20500.270356377983,0.892599776055635,38666.343795835266,4100.0540712755965,0
Baseline FY26,APLA,Direct-to-Consumer,2026-03-29,NK-AP-ECT-9924,21877.425918354147,18231.188265295124,NORM,3979.8272868947784,4775.792744273734,Element Crew Top,Apparel,New Launch,18970.600822480046,19899.13643447389,0.9533378940814126,47186.84082959887,3979.8272868947784,0
Baseline FY26,North America,Direct-to-Consumer,2026-04-05,NK-AP-ACG-3662,20565.053522160248,17137.544601800208,NORM,3823.9187186881727,4588.702462425807,ACG Mountain Fly,Apparel,Decline,17862.09119705501,19119.593593440863,0.9342296482276041,24205.591905550795,3823.9187186881727,0
Baseline FY26,APLA,Digital,2026-04-12,NK-JD-SL3-5690,16488.864960936837,13740.720800780698,NORM,3099.151442039304,3718.981730447165,Jordan Stay Loyal 3,Footwear,Mature,15082.441920277555,15495.75721019652,0.9733271963213909,35580.019702874066,3099.151442039304,0
Baseline FY26,North America,Wholesale,2026-04-19,NK-RT-3-2675,18300.556112301147,15250.463426917622,NORM,3110.0606597925757,3732.072791751091,React Phantom Run 3,Footwear,Decline,16721.752431577188,15550.303298962877,0.9246671199852134,33300.793136114204,3110.0606597925757,0
Baseline FY26,North America,Wholesale,2026-04-26,NK-AP-PDF-5193,23246.330950167605,19371.942458473004,NORM,3299.629272609678,3959.5551271316135,Pro Dri-FIT Tight,Apparel,Decline,19918.06652800532,16498.14636304839,0.7927088237853995,46572.37926095034,3299.629272609678,0
Baseline FY26,Greater China,Direct-to-Consumer,2026-05-03,NK-BK-L21-8201,6427.404433693345,5356.170361411121,NORM,1225.4644388779886,1470.5573266535864,LeBron XXI,Footwear,New Launch,5464.698929827698,6127.3221943899425,0.891857610300152,6303.948917981876,1225.4644388779886,0
Baseline FY26,Greater China,Digital,2026-05-10,NK-ZP-40-6376,15318.417431438407,12765.347859532007,NORM,2204.1561856415915,2644.9874227699097,Air Zoom Pegasus 40,Footwear,New Launch,13030.304298357227,11020.780928207958,0.8176605284834357,22618.84840528212,2204.1561856415915,1
Baseline FY26,Greater China,Digital,2026-05-17,NK-AP-YLL-9855,8898.328563847392,7415.27380320616,NORM,1272.6332800907605,1527.1599361089127,Yoga Luxe Leggings,Apparel,Growth,7822.061059620544,6363.166400453802,0.7707281929539518,18388.809263660176,1272.6332800907605,0
Baseline FY26,Greater China,Direct-to-Consumer,2026-03-01,NK-RT-3-8516,10156.7564661209,8463.963721767417,NORM,1629.221606962087,1955.0659283545042,React Phantom Run 3,Footwear,Mature,9150.211241325529,8146.108034810434,0.8767382899632191,13726.450120257152,1629.221606962087,0
Baseline FY26,APLA,Direct-to-Consumer,2026-03-08,NK-RA-RM-8613,19829.744851239455,16524.78737603288,NORM,2917.783638633257,3501.3403663599083,Dri-FIT Running Shirt M,Apparel,Mature,18019.2697731708,14588.918193166284,0.7648659390240906,31155.303465269106,2917.783638633257,0
Baseline FY26,APLA,Digital,2026-03-15,NK-ZP-40-1486,18083.141866046983,15069.284888372487,NORM,2566.1522233815544,3079.3826680578654,Air Zoom Pegasus 40,Footwear,New Launch,14810.471647800514,12830.761116907772,0.8457059162075761,32892.47366872921,2566.1522233815544,0
Baseline FY26,EMEA,Direct-to-Consumer,2026-03-22,NK-AM-270-8040,15798.765098585518,13165.637582154599,NORM,2448.0723960252703,2937.6868752303244,Air Max 270,Footwear,Growth,12047.264368210643,12240.361980126352,0.9842245178509242,32232.414260819405,2448.0723960252703,0
Baseline FY26,Greater China,Direct-to-Consumer,2026-03-29,NK-RA-RM-9780,13852.861974209944,11544.051645174954,NORM,2572.1769801146334,3086.6123761375597,Dri-FIT Running Shirt M,Apparel,Growth,10868.86059412549,12860.884900573166,0.8451098566041207,24949.353198045104,2572.1769801146334,0
Baseline FY26,North America,Wholesale,2026-04-05,NK-AP-ECT-6009,2042.250632807011,1701.875527339176,NORM,368.92730811072863,442.71276973287434,Element Crew Top,Apparel,Decline,1804.2715468844594,1844.636540553643,0.9781176438925641,2113.012271681506,368.92730811072863,0
Baseline FY26,North America,Direct-to-Consumer,2026-04-12,NK-SB-DLP-2952,19043.911635645545,15869.926363037956,NORM,3583.7617732904555,4300.514127948546,SB Dunk Low Pro,Footwear,Mature,15162.414502086422,17918.808866452277,0.8461731254064327,37664.89892829755,3583.7617732904555,0
Baseline FY26,EMEA,Direct-to-Consumer,2026-04-19,NK-VF-3-7229,13857.224128047486,11547.686773372905,NORM,2440.304601002916,2928.365521203499,Vaporfly 3,Footwear,New Launch,10523.751019434034,12201.52300501458,0.8624948717556804,13312.963037262869,2440.304601002916,0
Baseline FY26,APLA,Direct-to-Consumer,2026-04-26,NK-AP-PDF-1285,9900.980222736323,8250.81685228027,NORM,1662.2655680253692,1994.718681630443,Pro Dri-FIT Tight,Apparel,Decline,8251.163740264807,8311.327840126845,0.9927611927938195,20742.52116172425,1662.2655680253692,1
Baseline FY26,North America,Direct-to-Consumer,2026-05-03,NK-AP-ECT-3943,2939.1499837193587,2449.2916530994657,NORM,434.8045430612183,521.7654516734619,Element Crew Top,Apparel,Growth,2517.4458186549855,2174.0227153060914,0.8420333417258974,4930.395864908336,434.8045430612183,0
Baseline FY26,EMEA,Digital,2026-05-10,NK-BZ-77-3355,17372.047499828957,14476.706249857465,NORM,3252.387453160918,3902.8649437931017,Blazer Mid '77,Footwear,Growth,13441.816087742322,16261.937265804589,0.8265814747673154,38205.9334328884,3252.387453160918,0
Baseline FY26,North America,Wholesale,2026-05-17,NK-AM-90-9134,5248.826742374777,4374.022285312314,NORM,853.4926792913462,1024.1912151496153,Air Max 90,Footwear,New Launch,4559.867306275341,4267.463396456731,0.9314806285013733,6908.281563188234,853.4926792913462,0
Baseline FY26,North America,Direct-to-Consumer,2026-03-01,NK-JD-SL3-7117,5848.67482251767,4873.895685431392,NORM,891.8125316750793,1070.175038010095,Jordan Stay Loyal 3,Footwear,Growth,4766.500548655128,4459.0626583753965,0.9310532473226688,6502.17605556946,891.8125316750793,0
Baseline FY26,Greater China,Direct-to-Consumer,2026-03-08,NK-ZP-40-3353,5421.094425057957,4517.578687548297,NORM,817.4093851129977,980.8912621355972,Air Zoom Pegasus 40,Footwear,Decline,4445.709271753686,4087.046925564988,0.9122441330572398,8661.705736663846,817.4093851129977,0
Baseline FY26,Greater China,Direct-to-Consumer,2026-03-15,NK-RT-3-1051,2000.5538597560583,1667.128216463382,NORM,288.0874456970703,345.7049348364843,React Phantom Run 3,Footwear,Growth,1586.1992809537196,1440.4372284853514,0.8988070777498303,1797.2434001172664,288.0874456970703,0
Baseline FY26,EMEA,Wholesale,2026-03-22,NK-AP-PDF-1496,13823.091462642815,11519.24288553568,NORM,2115.4679504939704,2538.5615405927642,Pro Dri-FIT Tight,Apparel,Decline,10705.613307264483,10577.339752469852,0.9878727962042935,26440.492799395928,2115.4679504939704,1
Baseline FY26,APLA,Digital,2026-03-29,NK-AP-SFJ-8598,12225.693919600111,10188.078266333427,NORM,1994.4473966868454,2393.3368760242142,Storm-FIT Jacket,Apparel,Decline,11180.589823826844,9972.236983434226,0.8788283067881439,25502.90270376904,1994.4473966868454,0
Baseline FY26,Greater China,Digital,2026-04-05,NK-RT-3-2109,22446.07096894878,18705.05914079065,NORM,3275.1571818981156,3930.1886182777384,React Phantom Run 3,Footwear,New Launch,18934.196236462885,16375.785909490576,0.8437686996451521,46722.47638611485,3275.1571818981156,0
Baseline FY26,EMEA,Wholesale,2026-04-12,NK-RA-RW-4131,6522.529298291645,5435.441081909705,NORM,1043.8432155206547,1252.6118586247856,Dri-FIT Running Shirt W,Apparel,Decline,5557.363259788181,5219.216077603273,0.9352111165437342,7140.399098732705,1043.8432155206547,0
Baseline FY26,APLA,Direct-to-Consumer,2026-04-19,NK-SB-DLP-5339,20968.410909536895,17473.675757947414,NORM,3611.528621075646,4333.834345290775,SB Dunk Low Pro,Footwear,New Launch,16746.835286079226,18057.64310537823,0.9274098058285027,21345.206732568502,3611.528621075646,0
Baseline FY26,APLA,Direct-to-Consumer,2026-04-26,NK-AP-IC-6486,13070.005880841572,10891.671567367977,NORM,2141.4280201461384,2569.713624175366,Sportswear Icon Clash,Apparel,Decline,11700.426665679603,10707.14010073069,0.9072313843281898,21641.777761957946,2141.4280201461384,1
Baseline FY26,APLA,Direct-to-Consumer,2026-05-03,NK-AP-TJ-4438,17318.48129363377,14432.067744694808,NORM,3039.687514270133,3647.6250171241595,Tech Fleece Joggers M,Apparel,Decline,13148.92473277207,15198.437571350663,0.8651497676022986,34192.993550079365,3039.687514270133,0
Baseline FY26,North America,Digital,2026-05-10,NK-AP-YLL-8361,2132.7435519028168,1777.2862932523474,NORM,341.5648485876583,409.8778183051899,Yoga Luxe Leggings,Apparel,Growth,1735.95453141503,1707.8242429382913,0.9835285811212394,3020.12688254005,341.5648485876583,0
Baseline FY26,APLA,Digital,2026-05-17,NK-BK-JA1-3515,18666.14401748529,15555.120014571077,NORM,3419.7884499036336,4103.74613988436,Ja 1,Footwear,Decline,14131.23551562019,17098.942249518168,0.8264391626925575,35809.34409533145,3419.7884499036336,0
Baseline FY26,North America,Digital,2026-03-01,NK-CV-L-1076,11381.76442804056,9484.803690033801,NORM,1637.571341353172,1965.0856096238065,Court Vision Low,Footwear,Decline,10270.003466692891,8187.85670676586,0.7457030778022172,22906.780850114854,1637.571341353172,0
Baseline FY26,North America,Wholesale,2026-03-08,NK-AP-TJ-7934,11650.582504689484,9708.818753907904,NORM,2197.843553799566,2637.4122645594794,Tech Fleece Joggers M,Apparel,Growth,9934.713666613303,10989.217768997829,0.9040419323239335,11632.57390153755,2197.843553799566,1
Baseline FY26,APLA,Direct-to-Consumer,2026-03-15,NK-VF-3-8306,10013.323258205377,8344.436048504482,NORM,1579.6208951352924,1895.5450741623508,Vaporfly 3,Footwear,New Launch,8501.564760578865,7898.104475676461,0.923594289394264,17327.84113090316,1579.6208951352924,0
Baseline FY26,North America,Direct-to-Consumer,2026-03-22,NK-BK-JA1-2770,20279.375174714747,16899.47931226229,NORM,3591.862781290003,4310.235337548003,Ja 1,Footwear,Mature,16005.89998616756,17959.313906450014,0.8912311500061875,36786.112061180145,3591.862781290003,0
Baseline FY26,APLA,Wholesale,2026-03-29,NK-AP-ACG-3071,17396.255779592986,14496.87981632749,NORM,2835.883760878521,3403.0605130542253,ACG Mountain Fly,Apparel,Mature,15844.416261413766,14179.418804392604,0.8825764666387196,20275.37135265738,2835.883760878521,0
Baseline FY26,APLA,Wholesale,2026-04-05,NK-RA-RM-8591,767.3698069497929,639.4748391248274,NORM,117.64803058950184,141.1776367074022,Dri-FIT Running Shirt M,Apparel,Decline,662.0420864266828,588.2401529475092,0.8745377494049454,1473.5971100331396,117.64803058950184,0
Baseline FY26,North America,Direct-to-Consumer,2026-04-12,NK-AP-PDF-3910,13162.742379675656,10968.951983063047,NORM,2007.063265555694,2408.4759186668325,Pro Dri-FIT Tight,Apparel,Decline,10341.609333623172,10035.31632777847,0.9694784901800394,13203.522308111922,2007.063265555694,0
Baseline FY26,Greater China,Direct-to-Consumer,2026-04-19,NK-AP-ACG-9227,19103.997324718035,15919.997770598364,NORM,2826.2685994387566,3391.522319326508,ACG Mountain Fly,Apparel,Mature,17302.89270436359,14131.342997193782,0.7755662920502591,39870.52604283609,2826.2685994387566,0
Baseline FY26,Greater China,Wholesale,2026-04-26,NK-RT-3-2805,11909.830755840834,9924.858963200695,NORM,1700.3766224578737,2040.4519469494485,React Phantom Run 3,Footwear,New Launch,9579.188594931124,8501.883112289368,0.8732862510089648,17499.45236094461,1700.3766224578737,1
Baseline FY26,Greater China,Direct-to-Consumer,2026-05-03,NK-BK-KD16-7280,13373.399563846137,11144.499636538447,NORM,2281.738831893861,2738.086598272633,KD16,Footwear,Growth,11425.862804575445,11408.694159469305,0.9984951261848062,31768.195091162757,2281.738831893861,1
Baseline FY26,Greater China,Wholesale,2026-05-10,NK-AM-270-8215,11922.617104403333,9935.514253669444,NORM,1767.6227417661064,2121.1472901193274,Air Max 270,Footwear,Growth,9619.386933391552,8838.113708830531,0.9116018134298931,20169.97617493959,1767.6227417661064,0
Baseline FY26,APLA,Wholesale,2026-05-17,NK-AP-YLL-7315,19226.539042216624,16022.115868513854,NORM,3064.97212959402,3677.9665555128236,Yoga Luxe Leggings,Apparel,Growth,15234.658266838676,15324.860647970097,0.9941139835980584,30139.75383612886,3064.97212959402,1
Baseline FY26,Greater China,Wholesale,2026-03-01,NK-AP-IC-4087,10719.702255345363,8933.085212787802,NORM,1657.9010493236037,1989.4812591883244,Sportswear Icon Clash,Apparel,Decline,8908.591237102017,8289.505246618019,0.9253168950298241,12282.191681847611,1657.9010493236037,0
Baseline FY26,EMEA,Digital,2026-03-08,NK-IV-3-6777,23374.60666710482,19478.838889254017,NORM,4054.8402259446502,4865.80827113358,Invincible 3,Footwear,Growth,19580.189032528862,20274.20112972325,0.9657687080860157,55388.79251711895,4054.8402259446502,0
Baseline FY26,EMEA,Digital,2026-03-15,NK-BZ-77-8722,21752.02110162387,18126.68425135323,NORM,4091.889542485678,4910.267450982813,Blazer Mid '77,Footwear,New Launch,18700.712181785926,20459.447712428388,0.9140379762267926,59593.27533379062,4091.889542485678,0
Baseline FY26,APLA,Wholesale,2026-03-22,NK-AP-IC-8242,22834.658420304288,19028.88201692024,NORM,3918.6697009720056,4702.4036411664065,Sportswear Icon Clash,Apparel,Growth,20531.007689488815,19593.348504860027,0.9521440051762359,33949.98651326628,3918.6697009720056,0
Baseline FY26,EMEA,Direct-to-Consumer,2026-03-29,NK-RA-RM-9164,11583.893002492341,9653.244168743619,NORM,1900.3766281382266,2280.4519537658716,Dri-FIT Running Shirt M,Apparel,Mature,10474.262833889155,9501.883140691132,0.8976645283045129,22402.4552849057,1900.3766281382266,0
Baseline FY26,North America,Digital,2026-04-05,NK-JD-SL3-7766,20360.109543385937,16966.757952821616,NORM,2967.618939443048,3561.1427273316576,Jordan Stay Loyal 3,Footwear,Decline,16553.700141911795,14838.09469721524,0.8843783194739595,21250.201656428388,2967.618939443048,0
Baseline FY26,North America,Digital,2026-04-12,NK-AM-PLS-2059,3540.6433967664398,2950.536163972033,NORM,615.9322642009952,739.1187170411941,Air Max Plus,Footwear,New Launch,2989.7054665323817,3079.6613210049754,0.9707903418278349,7534.320634139535,615.9322642009952,1
Baseline FY26,Greater China,Direct-to-Consumer,2026-04-19,NK-RA-RM-5926,22629.995344575218,18858.329453812683,NORM,3385.3072867299716,4062.368744075966,Dri-FIT Running Shirt M,Apparel,Decline,18807.044431369686,16926.536433649857,0.8889017841841884,32627.555273648013,3385.3072867299716,0
Baseline FY26,EMEA,Direct-to-Consumer,2026-04-26,NK-AM-270-2289,20943.584097604366,17452.986748003637,NORM,3077.926132583999,3693.5113591007985,Air Max 270,Footwear,Growth,17641.99524843639,15389.630662919993,0.853644012981853,37506.74403489362,3077.926132583999,1
Baseline FY26,EMEA,Wholesale,2026-05-03,NK-BK-KD16-3470,9037.698454084482,7531.415378403735,NORM,1548.4387420935218,1858.1264905122262,KD16,Footwear,Growth,7450.198581872216,7742.193710467608,0.962285220505319,21448.568949008386,1548.4387420935218,1
Baseline FY26,APLA,Direct-to-Consumer,2026-05-10,NK-AP-TJ-2639,7957.975000129804,6631.645833441504,NORM,1345.1909959916893,1614.2291951900272,Tech Fleece Joggers M,Apparel,Mature,6805.777384249317,6725.954979958446,0.9881321827861291,6851.260785516019,1345.1909959916893,1
Baseline FY26,North America,Direct-to-Consumer,2026-05-17,NK-RA-RM-1099,22377.780148719034,18648.15012393253,NORM,3361.787737276219,4034.1452847314627,Dri-FIT Running Shirt M,Apparel,New Launch,18470.217774519853,16808.938686381094,0.901166925578427,45061.62817895741,3361.787737276219,0
Baseline FY26,EMEA,Digital,2026-03-01,NK-MT-9-8392,2709.9053751767788,2258.2544793139823,NORM,421.3943613638967,505.673233636676,Metcon 9 Amp,Footwear,Decline,2053.2650753422063,2106.9718068194834,0.9745099904500628,4341.7527453572475,421.3943613638967,0
Baseline FY26,EMEA,Wholesale,2026-03-08,NK-SB-DLP-1771,10256.36137874007,8546.967815616725,NORM,1799.4334753806008,2159.320170456721,SB Dunk Low Pro,Footwear,Decline,8444.812391858037,8997.167376903004,0.938607901586566,14346.109099429394,1799.4334753806008,1
Baseline FY26,Greater China,Digital,2026-03-15,NK-AP-PDF-1131,1081.8821116554955,901.5684263795796,NORM,197.22518406626318,236.6702208795158,Pro Dri-FIT Tight,Apparel,Decline,880.8619291500908,986.1259203313159,0.8932550204685231,1032.9410726964375,197.22518406626318,0
Baseline FY26,North America,Direct-to-Consumer,2026-03-22,NK-RA-RW-7991,13137.892112160544,10948.243426800453,NORM,1944.3854430778633,2333.262531693436,Dri-FIT Running Shirt W,Apparel,Mature,10596.196552844076,9721.927215389316,0.9100724251390366,22375.553389817484,1944.3854430778633,0
Baseline FY26,North America,Digital,2026-03-29,NK-AP-IC-3732,9813.140296819434,8177.616914016196,NORM,1426.4200334520006,1711.7040401424006,Sportswear Icon Clash,Apparel,Mature,8790.281076315066,7132.100167260002,0.7675045400137586,16428.526275531847,1426.4200334520006,0
Baseline FY26,Greater China,Digital,2026-04-05,NK-BK-JA1-4476,9486.189931239132,7905.15827603261,NORM,1562.5557961830868,1875.066955419704,Ja 1,Footwear,Growth,7257.955271363727,7812.778980915434,0.9289851010879745,19840.82111032239,1562.5557961830868,0
Baseline FY26,Greater China,Wholesale,2026-04-12,NK-MT-9-2483,15217.370478426088,12681.142065355074,NORM,2612.6583696604885,3135.190043592586,Metcon 9 Amp,Footwear,Decline,12591.625431224371,13063.29184830244,0.9638937549160427,38482.35650676653,2612.6583696604885,0
Baseline FY26,North America,Digital,2026-04-19,NK-AP-IC-6351,7261.603379914166,6051.336149928472,NORM,1281.6525240031262,1537.9830288037515,Sportswear Icon Clash,Apparel,Mature,5984.597667930919,6408.262620015631,0.9338877044830477,10884.196706086004,1281.6525240031262,0
Baseline FY26,EMEA,Direct-to-Consumer,2026-04-26,NK-AP-IC-3046,9218.190635246077,7681.825529371732,NORM,1746.722231687138,2096.0666780245656,Sportswear Icon Clash,Apparel,New Launch,8268.409985894497,8733.61115843569,0.9467343846546385,9092.007708078849,1746.722231687138,0
Baseline FY26,EMEA,Direct-to-Consumer,2026-05-03,NK-AM-270-1185,5851.795811007671,4876.496509173059,NORM,1027.247692788738,1232.6972313464855,Air Max 270,Footwear,Growth,4885.189024225093,5136.23846394369,0.9511219267794984,14537.868066669656,1027.247692788738,0
Baseline FY26,Greater China,Wholesale,2026-05-10,NK-AP-YLL-4537,10211.812737591106,8509.84394799259,NORM,1784.8578158223486,2141.829378986818,Yoga Luxe Leggings,Apparel,Mature,8262.35591711734,8924.289079111742,0.9258279112065376,17128.598473366204,1784.8578158223486,0
Baseline FY26,North America,Wholesale,2026-05-17,NK-AP-TJ-7752,19713.700327701026,16428.083606417524,NORM,2813.775772530586,3376.530927036703,Tech Fleece Joggers M,Apparel,Growth,16250.401278013158,14068.87886265293,0.8449398536544891,24670.809516133773,2813.775772530586,0
Baseline FY26,EMEA,Direct-to-Consumer,2026-03-01,NK-AP-PDF-9847,14066.793638657466,11722.328032214555,NORM,2185.8816797939794,2623.058015752775,Pro Dri-FIT Tight,Apparel,New Launch,10568.53039571482,10929.408398969897,0.9669810121388556,12028.7950281245,2185.8816797939794,0
Baseline FY26,North America,Wholesale,2026-03-08,NK-AP-PDF-1854,9535.633099389457,7946.360916157882,NORM,1464.1431311654826,1756.971757398579,Pro Dri-FIT Tight,Apparel,New Launch,7274.656156172067,7320.715655827413,0.9937083337448462,21246.09011515728,1464.1431311654826,1
Baseline FY26,EMEA,Wholesale,2026-03-15,NK-AP-TJ-8783,20584.03510249741,17153.36258541451,NORM,2980.394302282568,3576.4731627390815,Tech Fleece Joggers M,Apparel,Growth,18184.260213991114,14901.97151141284,0.7797413114053736,32371.54843003946,2980.394302282568,0
Baseline FY26,North America,Digital,2026-03-22,NK-BK-JA1-9641,15718.86882723535,13099.05735602946,NORM,2915.0072727139955,3498.0087272567944,Ja 1,Footwear,Decline,14341.822963009743,14575.036363569976,0.9839991205000939,22483.496768941033,2915.0072727139955,0
Baseline FY26,APLA,Direct-to-Consumer,2026-03-29,NK-AP-PDF-9504,15399.037503689986,12832.531253074989,NORM,2317.757957790709,2781.309549348851,Pro Dri-FIT Tight,Apparel,Growth,13946.77298263283,11588.789788953545,0.7965289528396728,19369.023251824077,2317.757957790709,0
Baseline FY26,EMEA,Direct-to-Consumer,2026-04-05,NK-AP-ECT-4843,6652.283276947107,5543.569397455923,NORM,1244.9195685236666,1493.9034822284,Element Crew Top,Apparel,New Launch,5249.8189104049525,6224.597842618333,0.8433988898785875,13499.503251978855,1244.9195685236666,1
