Version.[Version Name],Location.[Location],Item.[Item],forecast_accuracy,baseline_forecast,actual_sales
Baseline FY26,North America,NK-SB-DLP-7225,0.9663299631119325,19200.419796528375,4247.306485065856
Baseline FY26,Greater China,NK-AM-270-3487,0.85850417868606,16369.579799483634,888.3073272792906
Baseline FY26,North America,NK-AP-YLL-3315,0.9728824871045976,17297.19790468883,1933.5155641007875
Baseline FY26,EMEA,NK-BZ-77-7334,0.8738828791460349,1525.6666281551718,17046.64189553318
Baseline FY26,APLA,NK-AP-ECT-7149,0.8892072704272581,4204.8489564777965,11466.545881343003
Baseline FY26,Greater China,NK-RA-RW-2259,0.948133518772549,12574.966937693162,13998.109699989907
Baseline FY26,Greater China,NK-VF-3-2050,0.8981548067377096,9407.655528840765,2047.7238619123546
Baseline FY26,APLA,NK-AP-ECT-8618,0.9679378299255428,9379.071929611046,9699.46214749753
Baseline FY26,APLA,NK-RA-RW-4146,0.8654412639442575,4642.191798661382,7548.346715811349
Baseline FY26,EMEA,NK-AP-IC-3742,0.9624794575932356,3315.4288404461595,7401.015611188926
Baseline FY26,Greater China,NK-BZ-77-9236,0.8559311138573177,13520.578975486593,14450.648179386675
Baseline FY26,Greater China,NK-ZP-40-7569,0.8729880726631627,3280.3416714083387,17659.020466617174
Baseline FY26,APLA,NK-AP-PDF-5794,0.9150874086646257,8470.499084621059,7289.919111345736
Baseline FY26,North America,NK-AP-ACG-8826,0.8804344284465652,18785.362633363766,7422.798998066795
Baseline FY26,North America,NK-AP-ECT-6563,0.9057923240618907,11613.70573210244,8365.273584289882
Baseline FY26,Greater China,NK-AP-ECT-8120,0.9724240410139665,4668.994232252207,11681.496526773684
Baseline FY26,APLA,NK-AM-PLS-8865,0.8914614655493857,12295.668624165835,11171.819023907005
Baseline FY26,Greater China,NK-BK-KD16-1627,0.8601213259576252,18185.989912017496,4764.875697463312
Baseline FY26,APLA,NK-AP-YLL-3544,0.9694053802470485,8903.437611979436,8648.946438657214
Baseline FY26,Greater China,NK-BK-L21-8753,0.9157992895114256,13442.8485731465,17949.431236169963
Baseline FY26,APLA,NK-JD-SL3-3620,0.8838018370779293,13138.854576820158,4345.382511584493
Baseline FY26,Greater China,NK-MT-9-2516,0.9690862077312716,11112.297292268886,19495.769010655684
Baseline FY26,APLA,NK-AP-ECT-2427,0.900156394738605,10750.428902459174,17287.122032255098
Baseline FY26,Greater China,NK-BK-KD16-8694,0.948465101581137,6917.765155380249,17329.509602525846
Baseline FY26,EMEA,NK-RA-RM-5222,0.972184351716923,16466.43291574427,18701.397496892332
Baseline FY26,Greater China,NK-BK-KD16-8085,0.8512783943364484,10300.999623583799,16601.65768651056
Baseline FY26,Greater China,NK-BK-JA1-9522,0.8518003099899675,9052.502044724914,11033.250713607533
Baseline FY26,Greater China,NK-VF-3-1028,0.8536253740239805,9257.739554792406,16366.607599441368
Baseline FY26,Greater China,NK-AP-ECT-7348,0.9574474429763263,16870.54871257431,14882.83359413504
Baseline FY26,EMEA,NK-RA-RW-3378,0.9652582690295787,2086.690690148269,8435.6523868872
Baseline FY26,North America,NK-RA-RM-9161,0.9104701629521993,19728.02353542708,5757.588966610869
Baseline FY26,Greater China,NK-MT-9-4003,0.8555166637367242,8164.852173209155,12680.117469370723
Baseline FY26,Greater China,NK-BK-KD16-7776,0.8943337266150304,11559.263849154599,2425.34833797187
Baseline FY26,Greater China,NK-AM-270-9382,0.9355872961901467,14223.320414503782,12369.248300532778
Baseline FY26,North America,NK-AP-SFJ-9556,0.9056836554240246,16055.779828805364,10224.665441590669
Baseline FY26,Greater China,NK-AP-ACG-2289,0.9661430248987298,18110.02236271734,5054.93191840638
Baseline FY26,North America,NK-RA-RM-8411,0.9257570474832674,9973.374103193984,5765.710046028269
Baseline FY26,EMEA,NK-AP-SFJ-9914,0.9791940823205986,694.3334973486877,14691.878563754253
Baseline FY26,APLA,NK-BK-KD16-4239,0.9368163190216585,2002.5447150852913,9137.435552059173
Baseline FY26,APLA,NK-AP-ACG-5069,0.9351272523082405,19511.427733818306,3862.694242645386
Baseline FY26,APLA,NK-VF-3-2269,0.8807121533266631,19440.4555091539,9494.902084512922
Baseline FY26,EMEA,NK-AP-YLL-2318,0.8647426227730917,3423.3843111095457,12212.447952295242
Baseline FY26,Greater China,NK-CV-L-9726,0.9761740866614645,15767.563193032678,13797.146736035813
Baseline FY26,EMEA,NK-BZ-77-3554,0.9127515911379245,16394.845035590573,19232.840617484337
Baseline FY26,North America,NK-MT-9-8414,0.894300620464923,5123.557899008788,12349.486468019764
Baseline FY26,APLA,NK-AP-IC-2073,0.9070915500522053,4215.6175164280885,19810.930004789432
Baseline FY26,EMEA,NK-BK-JA1-1283,0.9366134534044108,19405.967767246308,626.1464560773233
Baseline FY26,Greater China,NK-BK-L21-8996,0.9499155419125025,14319.706125565363,4151.442107532865
Baseline FY26,APLA,NK-AP-IC-6800,0.8869265626523655,1809.1004917766254,10339.100079068421
Baseline FY26,North America,NK-AM-90-4006,0.9765385544570127,19302.76572141608,19672.296522901288
Baseline FY26,EMEA,NK-AP-PDF-6615,0.9378254236234922,14995.625177122502,19182.05737175516
Baseline FY26,North America,NK-BK-JA1-5545,0.962496529336918,18031.85886701726,15635.981412870047
Baseline FY26,APLA,NK-BK-JA1-9522,0.8955866590184837,8408.713327398522,10748.025166439735
Baseline FY26,North America,NK-BK-KD16-6839,0.9688399131199665,12398.185235794597,10017.038640366978
Baseline FY26,North America,NK-AM-PLS-3326,0.9444827353244176,11765.897261881883,16255.72733574095
Baseline FY26,APLA,NK-AP-IC-7162,0.8764859264132462,13252.191187474591,2666.445541021044
Baseline FY26,EMEA,NK-RA-RM-7934,0.9536135000321516,8321.23026620058,18421.010446258875
Baseline FY26,North America,NK-AP-ACG-2415,0.9141847653578343,13160.66593507597,14878.000032379581
Baseline FY26,EMEA,NK-RA-RM-5012,0.8549104044473766,12250.559471598212,15336.537506948785
Baseline FY26,EMEA,NK-ZP-40-8190,0.9611952144166495,4061.5081145440595,13467.260729316593
Baseline FY26,EMEA,NK-CV-L-3758,0.9198592238197304,19022.03982473991,2592.431202448235
Baseline FY26,EMEA,NK-AP-SFJ-6471,0.9074159192101692,17369.604972632995,3297.013871812144
Baseline FY26,Greater China,NK-SB-DLP-2423,0.9548103683626619,18042.64902346564,9142.861058967359
Baseline FY26,APLA,NK-IV-3-6768,0.9028972029201797,18260.395412057325,11009.67716627492
Baseline FY26,Greater China,NK-AP-YLL-9738,0.9357435076254494,10936.0813850542,12105.094171441151
Baseline FY26,Greater China,NK-BK-L21-3884,0.8959436166884274,12488.111873349299,10774.143281689818
Baseline FY26,North America,NK-SB-DLP-1771,0.889301421628993,16081.723115672727,2285.5968819617374
Baseline FY26,Greater China,NK-BK-KD16-5572,0.8598773053990448,15364.469085348295,2101.6763962317796
Baseline FY26,EMEA,NK-AP-IC-3046,0.9640189971302496,9739.879512001133,3913.190552451659
Baseline FY26,APLA,NK-RA-RM-2492,0.9050976124698552,14261.066411583008,12129.000071041432
Baseline FY26,Greater China,NK-BZ-77-5347,0.883928798012369,11339.8816780514,16388.699495896246
Baseline FY26,EMEA,NK-AP-ECT-3904,0.907155446580088,10815.760964069457,16557.861321047007
Baseline FY26,EMEA,NK-AP-YLL-3984,0.8693174543420351,14073.838848056219,17247.94887001613
Baseline FY26,North America,NK-AP-ECT-8008,0.9006035899843727,10615.291926673017,4379.531075780271
Baseline FY26,North America,NK-AM-270-3411,0.9142840836462708,4405.574062486063,10757.540190097758
Baseline FY26,APLA,NK-AP-TJ-2468,0.8603106721861277,4389.716875295553,17513.972080505904
Baseline FY26,Greater China,NK-CV-L-2442,0.8774340118502261,2873.142347676568,1423.1336495650364
Baseline FY26,North America,NK-SB-DLP-1517,0.9724292487961941,866.1661214384122,12192.196474101545
Baseline FY26,APLA,NK-VF-3-6495,0.966666129751128,6303.581684391681,17180.01815099603
Baseline FY26,APLA,NK-AP-TJ-3853,0.8831728338131662,13505.061880118712,3231.6134181103243
Baseline FY26,Greater China,NK-BK-KD16-2895,0.8896603778355825,18233.18913135715,1476.17648743227
Baseline FY26,Greater China,NK-AP-SFJ-4571,0.9506890296780057,4899.46836086863,14463.231242341682
Baseline FY26,North America,NK-AP-SFJ-8598,0.9612216494465542,11920.74214173046,14758.575047935134
Baseline FY26,North America,NK-JD-SL3-4569,0.9119015177339685,3751.343432715466,2941.6903907426677
Baseline FY26,EMEA,NK-AP-ECT-8618,0.9232811801722101,5438.411907120828,5938.323305467972
Baseline FY26,Greater China,NK-RA-RM-9780,0.9055193317352401,3409.6516559597267,15412.206133080279
Baseline FY26,APLA,NK-RA-RM-8089,0.9439084014855574,18754.353793744333,18389.335385598417
Baseline FY26,North America,NK-BZ-77-3226,0.9449882214963771,3978.1506640104194,7698.0348025062785
Baseline FY26,EMEA,NK-AM-90-8043,0.8564529696845398,3362.216677852915,1409.1267310784997
Baseline FY26,EMEA,NK-AP-TJ-7823,0.8735083386114563,18207.6284064584,703.6357772433341
Baseline FY26,North America,NK-BK-KD16-9760,0.859327273030068,14140.239574798163,2472.3290479835787
Baseline FY26,APLA,NK-BK-L21-5923,0.9323020025541998,14593.984969297502,1053.306594208562
Baseline FY26,Greater China,NK-RT-3-8244,0.9194703851685608,11339.033703496742,13883.057759182451
Baseline FY26,Greater China,NK-AP-TJ-8474,0.8670391395270748,1495.3441387517105,19917.487807163092
Baseline FY26,Greater China,NK-AP-TJ-2468,0.864068161359295,8168.698142370254,13143.750489864131
Baseline FY26,Greater China,NK-BK-KD16-8316,0.8597577502227758,10905.095179027125,11472.88773824909
Baseline FY26,EMEA,NK-JD-SL3-2753,0.8772228874060297,1755.9662897891562,13456.916486421256
Baseline FY26,EMEA,NK-AP-SFJ-3955,0.8503939157663696,14824.60556648479,5234.870517243548
Baseline FY26,APLA,NK-AP-PDF-8244,0.9474683250433137,18345.041446003288,17008.11507746822
Baseline FY26,APLA,NK-RA-RW-7364,0.8622440475269576,8859.970603841653,7730.810828030666
Baseline FY26,EMEA,NK-ZP-40-9710,0.9335594900984504,11354.474379928466,14484.447172897357
Baseline FY26,APLA,NK-SB-DLP-2423,0.9782076874872001,13622.647309065609,14223.410078709598
Baseline FY26,Greater China,NK-JD-SL3-8558,0.9082138385372003,3232.2552624081495,3302.9532946491545
Baseline FY26,North America,NK-AP-YLL-5550,0.8591751584383749,3072.6800673101748,2804.5279395583602
Baseline FY26,EMEA,NK-AP-YLL-7315,0.8884414443036912,13719.755654287996,3387.3425104226576
Baseline FY26,EMEA,NK-AM-PLS-3326,0.8831247728619153,11628.385852621766,7676.964726001362
Baseline FY26,APLA,NK-RA-RM-8319,0.9556946884571511,16611.35602749388,13869.267915427276
Baseline FY26,EMEA,NK-RA-RM-8233,0.9482336035111564,3786.6224222159176,14231.33880292649
Baseline FY26,APLA,NK-VF-3-7582,0.8917440239455691,3819.930214286326,8779.461234291799
Baseline FY26,EMEA,NK-JD-SL3-6270,0.9412236688225174,11156.84875377196,14505.215646473845
Baseline FY26,APLA,NK-AP-SFJ-6392,0.9798267107380593,10082.82176095468,16145.819364225552
Baseline FY26,APLA,NK-AP-YLL-1061,0.8866440187439312,8279.05554493955,7398.925596256729
Baseline FY26,Greater China,NK-JD-SL3-4308,0.9407857657721312,9154.999178473287,627.7366607569193
Baseline FY26,EMEA,NK-RT-3-3729,0.9021931516271477,16315.25898555457,13171.700330923253
Baseline FY26,EMEA,NK-AP-ECT-6391,0.9174836117280918,811.2526432092266,17048.95453359236
Baseline FY26,EMEA,NK-AP-IC-8994,0.8973568784421464,4516.539258178542,4817.476453129185
Baseline FY26,APLA,NK-AP-SFJ-6656,0.887513183748305,6589.604411888247,7336.262801666781
Baseline FY26,North America,NK-AM-90-8736,0.890533702798552,18839.00080022787,15830.019034366049
Baseline FY26,North America,NK-AP-TJ-5945,0.9524125432031207,19368.07246126062,16186.10209416758
Baseline FY26,APLA,NK-BK-JA1-5279,0.8866400590174901,4445.6569224422665,8195.651484016475
Baseline FY26,Greater China,NK-AP-ACG-4169,0.8757958284129516,3928.1988904008545,2206.5406174288646
Baseline FY26,Greater China,NK-AP-ACG-4873,0.9362865152820681,15286.560079081963,18069.602591277122
Baseline FY26,Greater China,NK-AP-ECT-2558,0.856918206097447,14832.773006606147,13844.032459641425
Baseline FY26,North America,NK-AP-ECT-2770,0.9709376930091028,11640.538732454143,14411.827224931167
Baseline FY26,Greater China,NK-VF-3-3856,0.8722147232366625,5226.409646389413,1407.5907153005128
Baseline FY26,Greater China,NK-JD-SL3-8056,0.9752996794343902,7456.2073785170105,12249.508846905155
Baseline FY26,EMEA,NK-CV-L-4493,0.9734583509488767,12197.669888517219,19430.517668486682
Baseline FY26,North America,NK-AP-YLL-1288,0.8528114767152934,15467.254627264578,9631.577301045081
Baseline FY26,APLA,NK-AP-IC-2914,0.9204948292711626,14226.896568148753,971.9390667270422
Baseline FY26,APLA,NK-AP-SFJ-2334,0.9647219015540093,3838.7962667578136,13065.797130361034
Baseline FY26,Greater China,NK-ZP-40-1600,0.9540612479048103,2005.34228779061,2316.7552719061396
Baseline FY26,Greater China,NK-AM-270-8474,0.9063633430910991,1323.130457548425,8891.444478085146
Baseline FY26,APLA,NK-AP-ECT-6842,0.9520998622566682,17649.522719032106,18948.072579127755
Baseline FY26,EMEA,NK-BK-JA1-9957,0.9394514703071474,2514.83822489938,10050.92877182769
Baseline FY26,EMEA,NK-AP-SFJ-2773,0.9547182143165588,18799.19145007926,7364.447045107635
Baseline FY26,EMEA,NK-VF-3-2266,0.8824080142016243,987.8012459139967,5847.8976067684425
Baseline FY26,North America,NK-AM-270-2311,0.9592884168560817,19701.18444645494,19125.445029113434
Baseline FY26,EMEA,NK-AP-IC-4287,0.94201573444332,7646.649011090698,13279.449672298673
Baseline FY26,North America,NK-VF-3-3448,0.9709486167144356,13425.06428451778,9769.961011818232
Baseline FY26,APLA,NK-VF-3-6864,0.8764901524378544,6447.840228024015,16332.618855836843
Baseline FY26,APLA,NK-ZP-40-1674,0.9446482793143087,13589.821432650973,19870.23918584215
Baseline FY26,APLA,NK-BZ-77-9236,0.8801758773639198,16971.44096084629,11671.236843110319
Baseline FY26,EMEA,NK-AP-ACG-6503,0.9629372485814441,16805.163783694858,19368.257842204173
Baseline FY26,APLA,NK-AP-PDF-9289,0.9636287943154672,1183.7349889759544,7310.995137405515
Baseline FY26,Greater China,NK-RT-3-5686,0.9011029038165678,16825.561032275622,10926.976440582503
Baseline FY26,APLA,NK-BK-KD16-5438,0.8704024052967514,2791.4042311959192,18943.517457828453
Baseline FY26,North America,NK-JD-SL3-2753,0.9141021164257217,1985.1057437147433,9821.86287180334
Baseline FY26,EMEA,NK-RA-RW-3151,0.941693394422915,12247.75541286261,11212.652211995426
Baseline FY26,North America,NK-RA-RW-4146,0.8865445972806506,12155.724400450576,3708.4293881239887
Baseline FY26,Greater China,NK-AP-TJ-2946,0.9008255368421915,12174.01277410616,6218.675046551996
Baseline FY26,APLA,NK-AM-270-4177,0.9038400975935212,13099.630987693747,8688.391436739366
Baseline FY26,North America,NK-RA-RW-2908,0.9222634996189251,17442.536339472685,8024.458600710271
Baseline FY26,APLA,NK-AP-IC-1647,0.921551085845527,12412.377379587566,16973.37267697801
Baseline FY26,EMEA,NK-AP-IC-2293,0.8814604514558109,3488.2452605237227,1846.688277873041
Baseline FY26,APLA,NK-BZ-77-9964,0.922222729853384,3959.9780248466277,17434.284592813536
Baseline FY26,North America,NK-AP-ECT-6391,0.9229842968191464,18632.736343158263,19833.19801138546
Baseline FY26,APLA,NK-RT-3-2037,0.9628752211380267,12033.758203637442,11972.013985829455
Baseline FY26,EMEA,NK-BK-KD16-6973,0.9658459180102308,18724.935052949,4793.646592545113
Baseline FY26,EMEA,NK-AP-YLL-4161,0.8564889162282556,17844.191244054866,10832.883592742894
Baseline FY26,EMEA,NK-MT-9-7890,0.8566471570279663,11783.946863116313,19965.855793217466
Baseline FY26,APLA,NK-VF-3-2266,0.9058926502903535,1764.5841143788361,2215.6371161212737
Baseline FY26,EMEA,NK-CV-L-6739,0.9303329866940433,16823.431187128892,4238.956696320061
Baseline FY26,APLA,NK-AP-ECT-4560,0.8590783711086978,14871.812117422303,11463.968816494045
Baseline FY26,Greater China,NK-IV-3-4066,0.9423101459930537,14897.439708663074,13214.847279272066
Baseline FY26,APLA,NK-AM-PLS-1019,0.9785639296167657,15992.673985251025,3906.271130696736
Baseline FY26,Greater China,NK-RA-RW-3875,0.8992297141795738,4450.617928834248,1767.795905874026
Baseline FY26,North America,NK-IV-3-6591,0.8910941655088473,7375.779339318151,5242.5563667863835
Baseline FY26,APLA,NK-AP-SFJ-9149,0.9116315543934022,2958.3909871106052,14826.11649669145
Baseline FY26,EMEA,NK-RA-RM-8991,0.937042137562028,9756.13814096299,2953.055562159715
Baseline FY26,Greater China,NK-VF-3-9127,0.9087310292387617,6788.2575688340485,16569.696001569053
Baseline FY26,EMEA,NK-RT-3-8143,0.8851455808392262,10608.969837588327,7776.036364370729
Baseline FY26,EMEA,NK-AP-ACG-6008,0.8772087181967819,17161.441531742217,11803.17140355725
Baseline FY26,APLA,NK-RA-RM-5914,0.9035838775316417,9368.071943409674,15096.694493375164
Baseline FY26,Greater China,NK-AP-ECT-7186,0.8948289631032414,2069.5765787181663,2218.246215633245
Baseline FY26,Greater China,NK-IV-3-5478,0.8668620571500412,12689.817758091374,17118.48792266204
Baseline FY26,APLA,NK-AP-YLL-6797,0.947803906673576,2634.200147463283,19403.67347055539
Baseline FY26,North America,NK-AP-YLL-4071,0.9334576536603972,15341.761046693438,6422.4705010767175
Baseline FY26,EMEA,NK-AP-ACG-5375,0.8861633086336703,10318.815046441276,5212.583558895207
Baseline FY26,North America,NK-VF-3-9728,0.9385640752117042,2513.700903634553,8348.397794522189
Baseline FY26,Greater China,NK-AM-90-8736,0.8726272645725255,13594.652395414327,11933.62046463061
Baseline FY26,APLA,NK-BK-KD16-7356,0.907326477953742,9083.582950776703,8871.345027549252
Baseline FY26,Greater China,NK-BK-KD16-5279,0.9528602968937865,14358.770202466389,13376.208719821698
Baseline FY26,North America,NK-AP-ECT-1403,0.8807963968278649,19783.79798543551,1020.306860842618
Baseline FY26,North America,NK-CV-L-5530,0.9568055086489785,5757.1511491438005,6388.753528620942
Baseline FY26,Greater China,NK-AP-ACG-2922,0.8608599093117656,18095.70472040159,1080.4701853349907
Baseline FY26,Greater China,NK-CV-L-8330,0.9215856436566708,17396.910557424773,4732.678808062874
Baseline FY26,Greater China,NK-AP-SFJ-6041,0.9447721451297856,8400.086698632293,9476.780513405141
Baseline FY26,Greater China,NK-BZ-77-3515,0.8797347419375815,11675.393087946824,3855.1434759259355
Baseline FY26,EMEA,NK-IV-3-4250,0.926980760369309,15136.59068922657,6769.456448952757
Baseline FY26,Greater China,NK-AM-270-9966,0.9452841045969153,10437.612508754,13407.715841692954
Baseline FY26,Greater China,NK-BZ-77-5050,0.96640414409603,1908.035159391462,3758.2999031497357
Baseline FY26,EMEA,NK-ZP-40-7569,0.9687982648575444,16719.63658460685,19205.413632630654
Baseline FY26,Greater China,NK-VF-3-8008,0.8631843464829873,3747.5840742128153,17656.115471511166
Baseline FY26,Greater China,NK-JD-SL3-6630,0.9716453492121548,5345.179430790416,7022.278119753091
Baseline FY26,APLA,NK-BK-KD16-7309,0.9544413361657232,1047.5844276114676,1574.8139061019474
Baseline FY26,North America,NK-AP-IC-8543,0.946396672472921,2338.893640000457,12742.13500659736
Baseline FY26,North America,NK-SB-DLP-5404,0.8837981630253351,6040.787985805434,5720.866452664414
Baseline FY26,APLA,NK-AP-SFJ-7788,0.9092550066558267,15016.60256402524,16262.646008518863
Baseline FY26,North America,NK-AP-PDF-7276,0.9024201022455375,3999.995926764538,692.6655539584921
Baseline FY26,EMEA,NK-RT-3-1319,0.9233182999662406,606.2552129292652,15836.821527966247
Baseline FY26,APLA,NK-CV-L-5530,0.9346319138298514,19952.121793003505,14276.07273373882
Baseline FY26,Greater China,NK-AP-PDF-5794,0.9138480253797736,14035.652811380529,3363.0264895455994
Baseline FY26,APLA,NK-MT-9-1153,0.9061766107915091,17552.23666645682,17685.601912453385
Baseline FY26,APLA,NK-AM-270-2420,0.9335077049886711,2030.3752290260113,773.1502027974507
Baseline FY26,APLA,NK-MT-9-8160,0.8688670541179794,15822.197082850911,8399.111192767472
Baseline FY26,Greater China,NK-AP-ACG-2415,0.9143941657760832,3821.7307198019744,14360.689258157843
Baseline FY26,APLA,NK-BZ-77-3357,0.9011593593049761,9970.339365721402,4213.261318476502
Baseline FY26,APLA,NK-AP-SFJ-8003,0.9704152268956495,10567.333679899617,18625.431176591464
Baseline FY26,APLA,NK-AM-270-5631,0.9622533847815112,10793.20880799904,10979.022396997081
Baseline FY26,Greater China,NK-RT-3-9042,0.947514460636423,6886.903165127575,17920.888163216347
Baseline FY26,APLA,NK-AP-ECT-6754,0.960019847704173,2886.3222257114435,13336.640636789149
Baseline FY26,APLA,NK-AM-90-4975,0.8758506001536284,18046.354104162194,3617.5199746524067
Baseline FY26,EMEA,NK-AP-IC-2611,0.8915087289533861,10517.71204531477,14096.411752075503
Baseline FY26,EMEA,NK-BK-JA1-5573,0.9173676880635843,19359.925419453917,7384.379695013428
Baseline FY26,North America,NK-AP-YLL-5707,0.9319638322074825,770.0498984442299,12326.711773815945
Baseline FY26,APLA,NK-AM-270-7085,0.8855992606063534,5745.676493114211,6118.586519854426
