sku,product_name,category,channel,region,lifecycle_stage,week_start_date,baseline_forecast,ai_forecast,actual_sales,forecast_accuracy,inventory_on_hand,safety_stock,on_promo
NK-JD-140,Jordan Stay Loyal 3,Footwear,Wholesale,Greater China,New Launch,2026-03-08,7665.649450837379,8296.465400485564,8077.097480139929,0.9728407486866391,11986.08670943152,1211.5646220209892,False
NK-AP-TJ288,Tech Fleece Joggers M,Apparel,Direct-to-Consumer,EMEA,New Launch,2026-03-15,21765.413848962136,21562.15253997117,20288.781570705414,0.9372376815814137,23994.686301333084,3043.317235605812,False
NK-ZP-858,Air Zoom Pegasus 40,Footwear,Direct-to-Consumer,North America,Mature,2026-03-22,25376.812084395,27469.835576070975,25185.755155356914,0.9093106239370295,43946.43980865382,3777.863273303537,False
NK-AC-366,ACG Mountain Fly,Apparel,Direct-to-Consumer,Greater China,Growth,2026-03-01,15130.264564976778,15525.022248145719,13153.995798976153,0.8197485778918894,26053.58677015483,1973.0993698464229,True
NK-CV-663,Court Vision Low,Footwear,Direct-to-Consumer,APLA,Decline,2026-03-08,49905.42019322239,47924.83473464156,44403.969922404474,0.9207083326470636,72379.46994463405,6660.595488360671,True
NK-BK-802,LeBron XXI,Footwear,Direct-to-Consumer,Greater China,Mature,2026-03-15,43699.8117154219,47549.26774731315,46824.97377577474,0.9845318872999962,51267.63523278665,7023.746066366211,False
NK-CV-311,Court Vision Low,Footwear,Digital,North America,Decline,2026-03-22,42181.31786066927,43116.389715199366,40078.75676683558,0.924208403817621,33797.58815641016,6011.8135150253365,False
NK-RA-M427,Dri-FIT Running Shirt M,Apparel,Direct-to-Consumer,APLA,New Launch,2026-03-01,4448.617001563667,4408.190083463647,3852.3265535113555,0.8557070585187988,2911.9930450984652,577.8489830267033,False
NK-AP-TJ616,Tech Fleece Joggers M,Apparel,Wholesale,APLA,Mature,2026-03-08,45972.31221635811,46149.746984304154,43189.439318820594,0.9314576037065257,52494.40832430792,6478.415897823089,False
NK-RA-M646,Dri-FIT Running Shirt M,Apparel,Direct-to-Consumer,EMEA,New Launch,2026-03-15,42080.77219951848,39229.3446287221,38866.95953894738,0.9906762686334756,44677.264610134895,5830.043930842107,False
NK-BK-107,LeBron XXI,Footwear,Digital,APLA,Growth,2026-03-22,7490.635326923611,6745.480259445723,8284.344232596584,0.8142443227919163,5896.436121395843,1242.6516348894877,False
NK-EC-518,Element Crew Top,Apparel,Wholesale,Greater China,Growth,2026-03-01,39384.80130003088,40719.373099921504,44665.70754204577,0.911647331716185,50816.52445470277,6699.856131306865,False
NK-IC-671,Sportswear Icon Clash,Apparel,Wholesale,EMEA,Growth,2026-03-08,25098.733367280092,25199.9317618256,25377.56306572673,0.9930004585766934,19815.036136473875,3806.634459859009,True
NK-EC-173,Element Crew Top,Apparel,Wholesale,EMEA,Growth,2026-03-15,14919.98450011047,14310.595760943599,16623.893543497743,0.8608450074285416,28965.51548488405,2493.5840315246614,False
NK-RA-M999,Dri-FIT Running Shirt M,Apparel,Wholesale,APLA,Decline,2026-03-22,14119.395631172543,13494.79268425002,13033.876130771849,0.9646370313133491,20159.74413892963,1955.0814196157771,False
NK-RT-730,React Phantom Run 3,Footwear,Direct-to-Consumer,Greater China,Growth,2026-03-01,12261.169692370317,13377.590917283764,11259.487774876869,0.8118828152082559,15416.913522796052,1688.9231662315303,False
NK-RA-M422,Dri-FIT Running Shirt M,Apparel,Direct-to-Consumer,EMEA,Decline,2026-03-08,31164.808631915548,31087.811004181003,26742.92703232428,0.8375314726542444,24543.368149228034,4011.439054848642,True
NK-CV-712,Court Vision Low,Footwear,Digital,North America,New Launch,2026-03-15,43120.72189740203,41891.21258431031,40442.73627970595,0.9641845127741466,60577.8654363394,6066.410441955892,True
NK-BK-948,LeBron XXI,Footwear,Direct-to-Consumer,North America,New Launch,2026-03-22,43057.68953111819,45730.10112070147,46118.52088964135,0.9915777921440857,42135.15024457299,6917.778133446202,True
NK-IV-262,Invincible 3,Footwear,Direct-to-Consumer,Greater China,Growth,2026-03-01,31488.280993010765,29255.500518605935,35594.303159026524,0.8219152482884582,20926.64378614873,5339.145473853979,False
NK-RA-W767,Dri-FIT Running Shirt W,Apparel,Direct-to-Consumer,Greater China,Decline,2026-03-08,7737.1256794185965,7121.248768305295,7845.444193631123,0.9076922341868514,7297.989792890735,1176.8166290446684,True
NK-AM-706,Air Max 270,Footwear,Wholesale,North America,Mature,2026-03-15,14683.39547848864,15423.466490157989,14425.383312354234,0.930810630387272,16155.635179189348,2163.807496853135,False
NK-IC-995,Sportswear Icon Clash,Apparel,Direct-to-Consumer,APLA,New Launch,2026-03-22,47502.872135102516,46264.756670203686,46960.562954883215,0.9851831783756934,71984.38874643133,7044.084443232482,True
NK-RA-W105,Dri-FIT Running Shirt W,Apparel,Direct-to-Consumer,North America,Mature,2026-03-01,42642.43848648669,43902.10622017865,36516.86353723881,0.7977580227992859,32028.295753000624,5477.529530585821,False
NK-RA-M307,Dri-FIT Running Shirt M,Apparel,Wholesale,EMEA,New Launch,2026-03-08,20698.882455581857,22640.375256261435,19387.077306201525,0.832192449708794,25321.306565298266,2908.0615959302286,False
NK-MT-538,Metcon 9 Amp,Footwear,Wholesale,Greater China,Mature,2026-03-15,25667.204268322424,26983.061025442486,27487.88393358959,0.9816347118837249,41401.588934571584,4123.182590038438,False
NK-ZP-873,Air Zoom Pegasus 40,Footwear,Wholesale,APLA,New Launch,2026-03-22,11584.128082080993,11901.259808986182,12932.748829684078,0.9202420897303475,21461.18913260966,1939.9123244526118,False
NK-AP-TJ100,Tech Fleece Joggers M,Apparel,Digital,Greater China,Decline,2026-03-01,16746.760582703675,15256.339944775807,14348.195012053353,0.9367066776023355,13484.786767404179,2152.229251808003,False
NK-JD-513,Jordan Stay Loyal 3,Footwear,Direct-to-Consumer,APLA,Growth,2026-03-08,30818.77609804856,29706.930260613288,35177.95370867506,0.8444757903381802,44549.01318236087,5276.693056301258,False
NK-RA-M680,Dri-FIT Running Shirt M,Apparel,Direct-to-Consumer,North America,New Launch,2026-03-15,13182.361433454904,14388.396907959926,13399.497073131488,0.9261987349651079,20859.205462014437,2009.9245609697232,False
NK-JD-513,Jordan Stay Loyal 3,Footwear,Wholesale,EMEA,Mature,2026-03-22,29358.107933498093,28360.49857800266,30861.125508086112,0.9189716224241968,15891.5047713872,4629.168826212916,False
NK-VF-242,Vaporfly 3,Footwear,Direct-to-Consumer,EMEA,New Launch,2026-03-01,2468.5842236885924,2652.6970660307425,2514.630728879951,0.9450947864570606,4604.887075816045,377.1946093319927,False
NK-BK-545,LeBron XXI,Footwear,Digital,North America,Growth,2026-03-08,27823.367324935636,25424.00145246983,26141.191801193927,0.9725647417233922,15521.34031286714,3921.178770179089,False
NK-AP-TJ100,Tech Fleece Joggers M,Apparel,Digital,Greater China,New Launch,2026-03-15,43762.60135852041,40906.13728373535,43758.10873534638,0.9348241609604279,54390.291893023605,6563.716310301957,False
NK-EC-928,Element Crew Top,Apparel,Digital,Greater China,Decline,2026-03-22,17568.02978621534,16582.872150399315,15529.552466608297,0.9321732106539535,18447.86265976294,2329.4328699912444,False
NK-AP-TJ816,Tech Fleece Joggers M,Apparel,Direct-to-Consumer,North America,Decline,2026-03-01,20950.697695844923,22200.631240051483,19340.631112711402,0.8521247775900973,28733.961412855417,2901.0946669067102,False
NK-RT-537,React Phantom Run 3,Footwear,Digital,EMEA,New Launch,2026-03-08,12052.015195891068,11354.853137807182,11655.566876660982,0.9741999902676595,8777.360069861013,1748.3350314991471,True
NK-CV-760,Court Vision Low,Footwear,Direct-to-Consumer,Greater China,Decline,2026-03-15,10960.073223319403,11172.610864877057,11845.318407247132,0.9432089945375801,12725.481329519647,1776.7977610870698,False
NK-CV-149,Court Vision Low,Footwear,Direct-to-Consumer,APLA,New Launch,2026-03-22,16936.250867772633,16860.650351337583,19368.78405393866,0.8705063934000005,21111.445456324607,2905.317608090799,True
NK-RA-M433,Dri-FIT Running Shirt M,Apparel,Digital,APLA,Growth,2026-03-01,28791.317703885623,29369.649887409098,32038.368076075905,0.9167024305879167,50502.77263425331,4805.755211411386,False
NK-EC-974,Element Crew Top,Apparel,Wholesale,APLA,New Launch,2026-03-08,3008.152022063924,2828.2811800435047,2832.184018430321,0.9986219686427793,2436.767280912529,424.82760276454815,False
NK-RA-W401,Dri-FIT Running Shirt W,Apparel,Direct-to-Consumer,APLA,Decline,2026-03-15,41431.62511831099,41249.10893191436,41128.89239381489,0.9970770781535184,49755.64068680996,6169.333859072233,False
NK-EC-467,Element Crew Top,Apparel,Direct-to-Consumer,Greater China,Mature,2026-03-22,33234.29424425058,35825.21463274421,34887.938339696106,0.9731346609271647,62857.96277793738,5233.190750954415,False
NK-BK-862,LeBron XXI,Footwear,Direct-to-Consumer,Greater China,Mature,2026-03-01,36620.00774380118,37582.16964785225,33861.56114127417,0.8901229482286629,58281.425311660096,5079.234171191126,False
NK-AC-562,ACG Mountain Fly,Apparel,Digital,Greater China,New Launch,2026-03-08,49006.935965495395,47046.03613864996,51489.71768103564,0.9136976906746112,79553.13154875563,7723.457652155345,True
NK-VF-342,Vaporfly 3,Footwear,Wholesale,North America,Growth,2026-03-15,2632.7220937031893,2570.819696016657,2966.7341156741486,0.8665487353363563,1984.0517535431068,445.0101173511223,False
NK-IV-841,Invincible 3,Footwear,Wholesale,APLA,Growth,2026-03-22,2375.9263271127447,2329.8047568561265,2540.8172861175663,0.916950923462949,3403.8841625971513,381.1225929176349,False
NK-IC-229,Sportswear Icon Clash,Apparel,Wholesale,EMEA,Mature,2026-03-01,11683.68744194018,12415.719367657055,11546.181239828824,0.9246904141060303,14090.864123204907,1731.9271859743235,True
NK-RA-M121,Dri-FIT Running Shirt M,Apparel,Digital,EMEA,Mature,2026-03-08,40184.51416405486,39044.2116036003,45048.0632743115,0.8667234230658951,80820.01752370402,6757.209491146725,False
NK-AP-TJ816,Tech Fleece Joggers M,Apparel,Digital,EMEA,New Launch,2026-03-15,1902.9145227614235,2025.6166484458038,1643.031904540446,0.7671470999144315,1943.8857290536378,246.45478568106688,False
NK-VF-189,Vaporfly 3,Footwear,Digital,North America,Mature,2026-03-22,27860.35753612776,25981.987952289273,26071.098313419196,0.996582025043262,45515.638023053965,3910.664747012879,False
NK-RT-772,React Phantom Run 3,Footwear,Digital,APLA,Mature,2026-03-01,31894.98277244502,30958.573376698005,35639.76840492763,0.8686524846333628,48748.7110117649,5345.9652607391445,True
NK-AC-391,ACG Mountain Fly,Apparel,Direct-to-Consumer,APLA,Decline,2026-03-08,10990.474748131965,10222.258704854432,10589.071679194467,0.965359288759868,6736.034620522351,1588.36075187917,False
NK-CV-974,Court Vision Low,Footwear,Direct-to-Consumer,Greater China,Mature,2026-03-15,12075.849602732907,13128.96739286707,12032.49758390872,0.9088742963535118,22466.613829417973,1804.874637586308,False
NK-EC-706,Element Crew Top,Apparel,Direct-to-Consumer,EMEA,New Launch,2026-03-22,39593.77945847125,37991.867687133126,38605.037824821586,0.9841168362411443,33704.77413843627,5790.755673723238,False
NK-AC-486,ACG Mountain Fly,Apparel,Wholesale,Greater China,Mature,2026-03-01,34731.113755385864,34878.15760970423,32146.356196395584,0.9150198735863274,22874.90918116767,4821.953429459338,False
NK-ZP-946,Air Zoom Pegasus 40,Footwear,Direct-to-Consumer,APLA,Growth,2026-03-08,7412.569488099808,7979.251513452003,7760.612750167762,0.9718271262434124,15236.966521657896,1164.0919125251642,False
NK-IC-584,Sportswear Icon Clash,Apparel,Wholesale,North America,Mature,2026-03-15,25348.250822483285,26830.457156167045,26576.768164369772,0.9904544830195953,47263.097378307604,3986.5152246554658,False
NK-RA-W884,Dri-FIT Running Shirt W,Apparel,Digital,EMEA,Decline,2026-03-22,48018.54275155474,48111.0318247343,53318.491618339765,0.9023329498726054,92800.92945048661,7997.773742750965,True
NK-VF-338,Vaporfly 3,Footwear,Digital,North America,New Launch,2026-03-01,10295.382025823776,11231.816886023575,10456.461572327033,0.9258491691158206,5271.091385375665,1568.469235849055,True
NK-EC-527,Element Crew Top,Apparel,Direct-to-Consumer,APLA,Growth,2026-03-08,29473.949307005434,31746.17232454915,32960.57861161969,0.9631557958560102,55345.10586111467,4944.086791742953,True
NK-IC-604,Sportswear Icon Clash,Apparel,Wholesale,Greater China,Decline,2026-03-15,25684.203988706635,26407.20706179449,25533.87391570434,0.9657970761125668,24037.213143153433,3830.0810873556507,False
NK-BK-948,LeBron XXI,Footwear,Wholesale,APLA,Growth,2026-03-22,27886.114957985385,28910.818396966515,29999.812064264468,0.963699983687726,44404.73413038193,4499.97180963967,False
NK-RT-521,React Phantom Run 3,Footwear,Digital,Greater China,New Launch,2026-03-01,49992.07052018158,47162.04777153832,55792.64139046863,0.8453094636884368,76547.56297341923,8368.896208570293,True
NK-RT-135,React Phantom Run 3,Footwear,Direct-to-Consumer,EMEA,Growth,2026-03-08,43895.3416102177,45928.90195472532,40319.36907777515,0.8608725035818514,65081.31110301395,6047.905361666272,False
NK-MT-509,Metcon 9 Amp,Footwear,Digital,APLA,Decline,2026-03-15,42226.59100590801,45148.35540896212,36771.94928862885,0.7722066335242244,20409.235399422512,5515.792393294328,False
NK-BZ-661,Blazer Mid '77,Footwear,Direct-to-Consumer,APLA,Decline,2026-03-22,42266.05785090961,43091.60675057463,37027.880156546926,0.836238894357673,68086.47813694687,5554.182023482039,False
NK-RT-320,React Phantom Run 3,Footwear,Wholesale,EMEA,Growth,2026-03-01,10068.926223901879,10131.147995197889,9719.540031914714,0.9576514977116577,9346.82843315371,1457.931004787207,True
NK-RT-428,React Phantom Run 3,Footwear,Direct-to-Consumer,Greater China,Decline,2026-03-08,39872.77998006169,42074.0701834804,35173.67725003306,0.8038194049375134,20860.05629881438,5276.05158750496,True
NK-IC-626,Sportswear Icon Clash,Apparel,Digital,Greater China,Mature,2026-03-15,49392.794517974435,51493.18851047921,52956.2897678205,0.9723715301099066,76998.67417308924,7943.443465173074,True
NK-RA-W621,Dri-FIT Running Shirt W,Apparel,Direct-to-Consumer,EMEA,New Launch,2026-03-22,16208.84947095604,15631.01361644902,14276.527311605205,0.905124945634169,25377.45683930855,2141.4790967407807,False
NK-EC-899,Element Crew Top,Apparel,Digital,EMEA,New Launch,2026-03-01,41720.43427652542,44335.965418482556,38265.08249515072,0.8413466657467368,24990.547898175253,5739.762374272607,False
NK-MT-701,Metcon 9 Amp,Footwear,Wholesale,APLA,Decline,2026-03-08,38902.29798407196,42576.08004617369,44574.80476177824,0.955160213795969,39930.091314677964,6686.220714266737,False
NK-RA-W643,Dri-FIT Running Shirt W,Apparel,Digital,North America,New Launch,2026-03-15,22708.899160483452,24442.87706987191,20435.946402133577,0.8039273254641147,15157.510549596958,3065.3919603200366,True
NK-RA-M569,Dri-FIT Running Shirt M,Apparel,Direct-to-Consumer,EMEA,Decline,2026-03-22,28434.94163562233,27122.29053098874,26450.950065450408,0.9746194195718051,28985.73766039806,3967.642509817561,False
NK-VF-393,Vaporfly 3,Footwear,Wholesale,APLA,New Launch,2026-03-01,6261.392403050095,5986.230507581203,6946.323829841426,0.861783967206415,9790.822374143676,1041.948574476214,False
NK-JD-419,Jordan Stay Loyal 3,Footwear,Wholesale,Greater China,Growth,2026-03-08,15261.842659144279,13808.407149280602,14993.61027001055,0.9209527859277141,21866.1892574068,2249.0415405015824,False
NK-RA-W324,Dri-FIT Running Shirt W,Apparel,Wholesale,APLA,Mature,2026-03-15,24050.281819990076,22429.753918593466,23764.119978785333,0.943849548757409,32195.085490141326,3564.6179968178,False
NK-MT-538,Metcon 9 Amp,Footwear,Digital,Greater China,Mature,2026-03-22,14896.009240356383,14152.084567470725,15993.121697244607,0.8848856924479561,10188.455161685977,2398.968254586691,False
NK-ZP-918,Air Zoom Pegasus 40,Footwear,Digital,APLA,Mature,2026-03-01,26544.30021730923,26205.092011153007,24873.59864879465,0.9464696129756488,21765.454299932244,3731.0397973191975,False
NK-RA-M111,Dri-FIT Running Shirt M,Apparel,Wholesale,North America,Growth,2026-03-08,20498.12479858531,20241.290922342912,20735.569937395936,0.9761627475615412,29358.12598103893,3110.3354906093905,True
NK-RA-M952,Dri-FIT Running Shirt M,Apparel,Digital,North America,Growth,2026-03-15,14723.74040824412,15816.245209698045,16072.530742951996,0.9840544381371716,18456.118551690706,2410.879611442799,False
NK-BZ-365,Blazer Mid '77,Footwear,Digital,EMEA,Decline,2026-03-22,33514.751858651536,32107.73554870682,36588.251187124624,0.8775422302776118,52176.83242886655,5488.237678068694,False
NK-VF-637,Vaporfly 3,Footwear,Wholesale,APLA,Decline,2026-03-01,18942.068886167835,17972.23739509044,19347.55169672509,0.9289153313456479,36512.93637911863,2902.132754508764,False
NK-BK-442,LeBron XXI,Footwear,Wholesale,North America,New Launch,2026-03-08,25032.266600519586,25074.695449585917,23570.041077114984,0.9361624204409276,15068.078799824189,3535.5061615672475,False
NK-IV-895,Invincible 3,Footwear,Direct-to-Consumer,APLA,New Launch,2026-03-15,14626.622343484176,14437.075907498785,12514.044600942283,0.8463301540085847,21052.971115495737,1877.1066901413424,True
NK-BZ-967,Blazer Mid '77,Footwear,Direct-to-Consumer,APLA,Decline,2026-03-22,31508.020240648795,29318.51056419038,30799.07771244281,0.9519281985624433,19082.524614345668,4619.861656866421,False
NK-IC-742,Sportswear Icon Clash,Apparel,Direct-to-Consumer,North America,Mature,2026-03-01,2604.1652251289197,2629.6388059317133,2453.9459800022933,0.9284039553595814,4665.471649014593,368.091897000344,False
NK-BZ-202,Blazer Mid '77,Footwear,Digital,North America,Growth,2026-03-08,8939.211196719883,8875.80109013493,8988.102784081531,0.9875055173884422,8975.152605462357,1348.2154176122297,True
NK-RT-448,React Phantom Run 3,Footwear,Direct-to-Consumer,Greater China,Mature,2026-03-15,46984.81031911978,42845.031941265894,47243.800032629035,0.9068921617582599,89778.98849053192,7086.570004894355,True
NK-IC-920,Sportswear Icon Clash,Apparel,Digital,EMEA,Decline,2026-03-22,37354.29912268,33938.029694819656,42612.99497455783,0.7964244173656985,29852.37772930134,6391.9492461836735,True
NK-BZ-280,Blazer Mid '77,Footwear,Digital,EMEA,Decline,2026-03-01,22881.657233329974,21298.06248940117,19713.969808696304,0.9196461851125446,35613.62332058421,2957.0954713044453,False
NK-EC-652,Element Crew Top,Apparel,Wholesale,APLA,Mature,2026-03-08,10932.23868824243,10891.7538488149,11075.161746700576,0.9834397093170838,14054.66906374775,1661.2742620050865,False
NK-IC-486,Sportswear Icon Clash,Apparel,Wholesale,Greater China,New Launch,2026-03-15,45459.1089703727,41825.93724531188,40359.1261179965,0.963656023596078,59405.53624363153,6053.868917699475,False
NK-CV-978,Court Vision Low,Footwear,Direct-to-Consumer,EMEA,Growth,2026-03-22,19580.028654357928,18211.02585588213,20766.174309197246,0.876956226251869,40574.052403660986,3114.926146379587,False
NK-RT-872,React Phantom Run 3,Footwear,Digital,North America,Growth,2026-03-01,20728.024717648517,18687.813343054604,19585.593311018627,0.9541612064690967,20608.835586955163,2937.838996652794,True
NK-AP-TJ706,Tech Fleece Joggers M,Apparel,Wholesale,APLA,Growth,2026-03-08,26711.421493733626,24122.264826746126,30705.841232234307,0.7855920521540087,29510.44101730731,4605.876184835146,False
NK-RA-W223,Dri-FIT Running Shirt W,Apparel,Direct-to-Consumer,APLA,Decline,2026-03-15,35335.83278957346,36844.08618395098,38326.761821121814,0.9613148732968687,59037.25008810569,5749.014273168272,True
NK-SB-741,SB Dunk Low Pro,Footwear,Digital,APLA,Mature,2026-03-22,43733.149624424004,44397.139797114694,44444.60289980052,0.9989320839969517,72045.02797902393,6666.690434970078,True
NK-AP-TJ259,Tech Fleece Joggers M,Apparel,Digital,North America,Decline,2026-03-01,26948.279588975918,25872.025266890734,28389.197048414866,0.9113334633159453,53746.93334207013,4258.379557262229,False
NK-RT-305,React Phantom Run 3,Footwear,Wholesale,North America,Mature,2026-03-08,29675.964544846986,29218.031323315194,28580.582725919467,0.9776964450477201,42869.390007633665,4287.08740888792,False
NK-AC-947,ACG Mountain Fly,Apparel,Direct-to-Consumer,Greater China,Mature,2026-03-15,42369.53873614996,38980.187817799335,40547.70151242832,0.9613414907341042,45666.946666088945,6082.155226864248,True
NK-RA-M121,Dri-FIT Running Shirt M,Apparel,Direct-to-Consumer,EMEA,Decline,2026-03-22,40551.4727371904,38709.20795390853,44667.404666804934,0.8666097402044874,48622.2555555155,6700.11070002074,True
NK-IV-895,Invincible 3,Footwear,Wholesale,EMEA,Decline,2026-03-01,11644.444741170972,11047.285168149785,10186.43497194334,0.9154905324014242,18482.612403314608,1527.9652457915008,True
NK-BK-442,LeBron XXI,Footwear,Direct-to-Consumer,APLA,Growth,2026-03-08,36083.008360248496,36287.26748296526,40977.88015399995,0.8855330570198657,71769.57145054871,6146.682023099992,False
NK-AM-379,Air Max 270,Footwear,Direct-to-Consumer,EMEA,Decline,2026-03-15,22493.036572592817,23898.767638718437,24649.141697377807,0.9695578017331453,17101.02744187276,3697.371254606671,False
NK-EC-569,Element Crew Top,Apparel,Digital,Greater China,Growth,2026-03-22,29194.10345677641,28724.930437808787,33342.37343319876,0.8615142678837489,26027.337107554304,5001.356014979813,False
NK-AP-TJ685,Tech Fleece Joggers M,Apparel,Digital,APLA,Decline,2026-03-01,18752.481625231885,18614.63135343225,18533.06382706427,0.9955988104757474,17120.69156787158,2779.9595740596405,False
NK-AC-120,ACG Mountain Fly,Apparel,Direct-to-Consumer,EMEA,Decline,2026-03-08,28185.628133243168,28005.452989781686,29104.08633155058,0.9622515776907276,17813.820154732042,4365.612949732587,False
NK-RT-611,React Phantom Run 3,Footwear,Direct-to-Consumer,EMEA,Growth,2026-03-15,4232.08009021208,4001.8291056397225,4770.367552124171,0.8388932429027968,2879.273310553948,715.5551328186257,False
NK-AC-626,ACG Mountain Fly,Apparel,Wholesale,North America,Mature,2026-03-22,36088.22659659972,34442.796417989324,40291.533045894765,0.8548395609260304,35663.502642763495,6043.7299568842145,False
NK-BK-161,LeBron XXI,Footwear,Direct-to-Consumer,APLA,Decline,2026-03-01,37596.27832722616,39020.65256008928,34911.28562071422,0.8822911598266432,37276.053022292544,5236.692843107133,False
NK-BZ-722,Blazer Mid '77,Footwear,Digital,Greater China,Mature,2026-03-08,7846.174707762967,7601.251583484917,7750.324109438777,0.9807656397527542,14868.17330959384,1162.5486164158165,True
NK-EC-482,Element Crew Top,Apparel,Direct-to-Consumer,North America,Growth,2026-03-15,40798.47472037317,39363.604555463426,35811.260543117685,0.9008037148519632,65043.9964083379,5371.689081467653,False
NK-IC-324,Sportswear Icon Clash,Apparel,Digital,Greater China,Mature,2026-03-22,46477.109949066915,48346.49092595026,42089.66434315756,0.8513452962755721,30572.720803263488,6313.449651473634,False
NK-AP-TJ842,Tech Fleece Joggers M,Apparel,Wholesale,APLA,Mature,2026-03-01,36998.703459800185,38175.92647005203,32399.717916621023,0.8217204060758869,41373.91662625494,4859.957687493154,True
NK-AC-452,ACG Mountain Fly,Apparel,Digital,North America,Decline,2026-03-08,39764.99330083533,38102.22643096955,37767.15973146405,0.9911280937754408,54006.72448198518,5665.073959719608,True
NK-JD-504,Jordan Stay Loyal 3,Footwear,Wholesale,North America,Mature,2026-03-15,42468.98662281953,44788.01100073314,40634.60555309179,0.8977864952518204,36632.786870867596,6095.190832963768,True
